,EDA,time
148,0.422839,2021-12-17 17:33:35.250
149,0.422839,2021-12-17 17:33:35.500
150,0.425402,2021-12-17 17:33:35.750
151,0.421558,2021-12-17 17:33:36.000
152,0.421558,2021-12-17 17:33:36.250
153,0.421558,2021-12-17 17:33:36.500
154,0.420277,2021-12-17 17:33:36.750
155,0.421558,2021-12-17 17:33:37.000
156,0.420277,2021-12-17 17:33:37.250
157,0.420277,2021-12-17 17:33:37.500
158,0.418995,2021-12-17 17:33:37.750
159,0.417714,2021-12-17 17:33:38.000
160,0.416433,2021-12-17 17:33:38.250
161,0.417714,2021-12-17 17:33:38.500
162,0.404901,2021-12-17 17:33:38.750
163,0.302394,2021-12-17 17:33:39.000
164,0.371586,2021-12-17 17:33:39.250
165,0.388243,2021-12-17 17:33:39.500
166,0.393369,2021-12-17 17:33:39.750
167,0.398494,2021-12-17 17:33:40.000
168,0.399775,2021-12-17 17:33:40.250
169,0.401057,2021-12-17 17:33:40.500
170,0.401057,2021-12-17 17:33:40.750
171,0.402338,2021-12-17 17:33:41.000
172,0.407463,2021-12-17 17:33:41.250
173,0.408745,2021-12-17 17:33:41.500
174,0.412589,2021-12-17 17:33:41.750
175,0.41387,2021-12-17 17:33:42.000
176,0.416433,2021-12-17 17:33:42.250
177,0.424121,2021-12-17 17:33:42.500
178,0.430527,2021-12-17 17:33:42.750
179,0.434371,2021-12-17 17:33:43.000
180,0.434371,2021-12-17 17:33:43.250
181,0.434371,2021-12-17 17:33:43.500
182,0.435653,2021-12-17 17:33:43.750
183,0.435653,2021-12-17 17:33:44.000
184,0.43309,2021-12-17 17:33:44.250
185,0.431809,2021-12-17 17:33:44.500
186,0.430527,2021-12-17 17:33:44.750
187,0.427965,2021-12-17 17:33:45.000
188,0.429246,2021-12-17 17:33:45.250
189,0.426683,2021-12-17 17:33:45.500
190,0.427965,2021-12-17 17:33:45.750
191,0.426683,2021-12-17 17:33:46.000
192,0.427965,2021-12-17 17:33:46.250
193,0.424121,2021-12-17 17:33:46.500
194,0.385681,2021-12-17 17:33:46.750
195,0.412589,2021-12-17 17:33:47.000
196,0.420277,2021-12-17 17:33:47.250
197,0.420277,2021-12-17 17:33:47.500
198,0.418995,2021-12-17 17:33:47.750
199,0.418995,2021-12-17 17:33:48.000
200,0.418995,2021-12-17 17:33:48.250
201,0.421558,2021-12-17 17:33:48.500
202,0.421558,2021-12-17 17:33:48.750
203,0.421558,2021-12-17 17:33:49.000
204,0.420277,2021-12-17 17:33:49.250
205,0.422839,2021-12-17 17:33:49.500
206,0.421558,2021-12-17 17:33:49.750
207,0.421558,2021-12-17 17:33:50.000
208,0.420277,2021-12-17 17:33:50.250
209,0.418995,2021-12-17 17:33:50.500
210,0.417714,2021-12-17 17:33:50.750
211,0.417714,2021-12-17 17:33:51.000
212,0.415151,2021-12-17 17:33:51.250
213,0.415151,2021-12-17 17:33:51.500
214,0.41387,2021-12-17 17:33:51.750
215,0.412589,2021-12-17 17:33:52.000
216,0.41387,2021-12-17 17:33:52.250
217,0.412589,2021-12-17 17:33:52.500
218,0.41387,2021-12-17 17:33:52.750
219,0.41387,2021-12-17 17:33:53.000
220,0.411307,2021-12-17 17:33:53.250
221,0.41387,2021-12-17 17:33:53.500
222,0.41387,2021-12-17 17:33:53.750
223,0.411307,2021-12-17 17:33:54.000
224,0.410026,2021-12-17 17:33:54.250
225,0.410026,2021-12-17 17:33:54.500
226,0.407463,2021-12-17 17:33:54.750
227,0.406182,2021-12-17 17:33:55.000
228,0.404901,2021-12-17 17:33:55.250
229,0.399775,2021-12-17 17:33:55.500
230,0.399775,2021-12-17 17:33:55.750
231,0.399775,2021-12-17 17:33:56.000
232,0.398494,2021-12-17 17:33:56.250
233,0.397213,2021-12-17 17:33:56.500
234,0.398494,2021-12-17 17:33:56.750
235,0.397213,2021-12-17 17:33:57.000
236,0.397213,2021-12-17 17:33:57.250
237,0.395931,2021-12-17 17:33:57.500
238,0.397213,2021-12-17 17:33:57.750
239,0.395931,2021-12-17 17:33:58.000
240,0.39465,2021-12-17 17:33:58.250
241,0.395931,2021-12-17 17:33:58.500
242,0.395931,2021-12-17 17:33:58.750
243,0.395931,2021-12-17 17:33:59.000
244,0.395931,2021-12-17 17:33:59.250
245,0.39465,2021-12-17 17:33:59.500
246,0.39465,2021-12-17 17:33:59.750
247,0.395931,2021-12-17 17:34:00.000
248,0.393369,2021-12-17 17:34:00.250
249,0.393369,2021-12-17 17:34:00.500
250,0.39465,2021-12-17 17:34:00.750
251,0.393369,2021-12-17 17:34:01.000
252,0.392087,2021-12-17 17:34:01.250
253,0.392087,2021-12-17 17:34:01.500
254,0.389525,2021-12-17 17:34:01.750
255,0.39465,2021-12-17 17:34:02.000
256,0.398494,2021-12-17 17:34:02.250
257,0.39465,2021-12-17 17:34:02.500
258,0.397213,2021-12-17 17:34:02.750
259,0.397213,2021-12-17 17:34:03.000
260,0.393369,2021-12-17 17:34:03.250
261,0.390806,2021-12-17 17:34:03.500
262,0.388243,2021-12-17 17:34:03.750
263,0.390806,2021-12-17 17:34:04.000
264,0.392087,2021-12-17 17:34:04.250
265,0.390806,2021-12-17 17:34:04.500
266,0.388243,2021-12-17 17:34:04.750
267,0.386962,2021-12-17 17:34:05.000
268,0.384399,2021-12-17 17:34:05.250
269,0.385681,2021-12-17 17:34:05.500
270,0.385681,2021-12-17 17:34:05.750
271,0.388243,2021-12-17 17:34:06.000
272,0.386962,2021-12-17 17:34:06.250
273,0.392087,2021-12-17 17:34:06.500
274,0.393369,2021-12-17 17:34:06.750
275,0.401057,2021-12-17 17:34:07.000
276,0.393369,2021-12-17 17:34:07.250
277,0.390806,2021-12-17 17:34:07.500
278,0.402338,2021-12-17 17:34:07.750
279,0.401057,2021-12-17 17:34:08.000
280,0.399775,2021-12-17 17:34:08.250
281,0.39465,2021-12-17 17:34:08.500
282,0.39465,2021-12-17 17:34:08.750
283,0.393369,2021-12-17 17:34:09.000
284,0.393369,2021-12-17 17:34:09.250
285,0.393369,2021-12-17 17:34:09.500
286,0.39465,2021-12-17 17:34:09.750
287,0.39465,2021-12-17 17:34:10.000
288,0.392087,2021-12-17 17:34:10.250
289,0.39465,2021-12-17 17:34:10.500
290,0.39465,2021-12-17 17:34:10.750
291,0.398494,2021-12-17 17:34:11.000
292,0.399775,2021-12-17 17:34:11.250
293,0.399775,2021-12-17 17:34:11.500
294,0.398494,2021-12-17 17:34:11.750
295,0.397213,2021-12-17 17:34:12.000
296,0.397213,2021-12-17 17:34:12.250
297,0.395931,2021-12-17 17:34:12.500
298,0.395931,2021-12-17 17:34:12.750
299,0.39465,2021-12-17 17:34:13.000
300,0.395931,2021-12-17 17:34:13.250
301,0.398494,2021-12-17 17:34:13.500
302,0.397213,2021-12-17 17:34:13.750
303,0.395931,2021-12-17 17:34:14.000
304,0.395931,2021-12-17 17:34:14.250
305,0.39465,2021-12-17 17:34:14.500
306,0.39465,2021-12-17 17:34:14.750
307,0.39465,2021-12-17 17:34:15.000
308,0.392087,2021-12-17 17:34:15.250
309,0.390806,2021-12-17 17:34:15.500
310,0.389525,2021-12-17 17:34:15.750
311,0.388243,2021-12-17 17:34:16.000
312,0.385681,2021-12-17 17:34:16.250
313,0.385681,2021-12-17 17:34:16.500
314,0.384399,2021-12-17 17:34:16.750
315,0.384399,2021-12-17 17:34:17.000
316,0.384399,2021-12-17 17:34:17.250
317,0.385681,2021-12-17 17:34:17.500
318,0.390806,2021-12-17 17:34:17.750
319,0.392087,2021-12-17 17:34:18.000
320,0.388243,2021-12-17 17:34:18.250
321,0.389525,2021-12-17 17:34:18.500
322,0.390806,2021-12-17 17:34:18.750
323,0.388243,2021-12-17 17:34:19.000
324,0.386962,2021-12-17 17:34:19.250
325,0.386962,2021-12-17 17:34:19.500
326,0.385681,2021-12-17 17:34:19.750
327,0.385681,2021-12-17 17:34:20.000
328,0.386962,2021-12-17 17:34:20.250
329,0.384399,2021-12-17 17:34:20.500
330,0.383118,2021-12-17 17:34:20.750
331,0.383118,2021-12-17 17:34:21.000
332,0.379274,2021-12-17 17:34:21.250
333,0.381837,2021-12-17 17:34:21.500
334,0.381837,2021-12-17 17:34:21.750
335,0.379274,2021-12-17 17:34:22.000
336,0.377993,2021-12-17 17:34:22.250
337,0.379274,2021-12-17 17:34:22.500
338,0.377993,2021-12-17 17:34:22.750
339,0.379274,2021-12-17 17:34:23.000
340,0.377993,2021-12-17 17:34:23.250
341,0.376711,2021-12-17 17:34:23.500
342,0.377993,2021-12-17 17:34:23.750
343,0.37543,2021-12-17 17:34:24.000
344,0.376711,2021-12-17 17:34:24.250
345,0.376711,2021-12-17 17:34:24.500
346,0.37543,2021-12-17 17:34:24.750
347,0.374149,2021-12-17 17:34:25.000
348,0.372867,2021-12-17 17:34:25.250
349,0.370305,2021-12-17 17:34:25.500
350,0.37543,2021-12-17 17:34:25.750
351,0.374149,2021-12-17 17:34:26.000
352,0.371586,2021-12-17 17:34:26.250
353,0.370305,2021-12-17 17:34:26.500
354,0.372867,2021-12-17 17:34:26.750
355,0.372867,2021-12-17 17:34:27.000
356,0.371586,2021-12-17 17:34:27.250
357,0.371586,2021-12-17 17:34:27.500
358,0.371586,2021-12-17 17:34:27.750
359,0.371586,2021-12-17 17:34:28.000
360,0.371586,2021-12-17 17:34:28.250
361,0.369023,2021-12-17 17:34:28.500
362,0.370305,2021-12-17 17:34:28.750
363,0.371586,2021-12-17 17:34:29.000
364,0.370305,2021-12-17 17:34:29.250
365,0.370305,2021-12-17 17:34:29.500
366,0.370305,2021-12-17 17:34:29.750
367,0.369023,2021-12-17 17:34:30.000
368,0.369023,2021-12-17 17:34:30.250
369,0.369023,2021-12-17 17:34:30.500
370,0.369023,2021-12-17 17:34:30.750
371,0.367742,2021-12-17 17:34:31.000
372,0.367742,2021-12-17 17:34:31.250
373,0.366461,2021-12-17 17:34:31.500
374,0.367742,2021-12-17 17:34:31.750
375,0.365179,2021-12-17 17:34:32.000
376,0.365179,2021-12-17 17:34:32.250
377,0.365179,2021-12-17 17:34:32.500
378,0.365179,2021-12-17 17:34:32.750
379,0.365179,2021-12-17 17:34:33.000
380,0.366461,2021-12-17 17:34:33.250
381,0.367742,2021-12-17 17:34:33.500
382,0.363898,2021-12-17 17:34:33.750
383,0.366461,2021-12-17 17:34:34.000
384,0.365179,2021-12-17 17:34:34.250
385,0.365179,2021-12-17 17:34:34.500
386,0.365179,2021-12-17 17:34:34.750
387,0.363898,2021-12-17 17:34:35.000
388,0.363898,2021-12-17 17:34:35.250
389,0.362617,2021-12-17 17:34:35.500
390,0.362617,2021-12-17 17:34:35.750
391,0.363898,2021-12-17 17:34:36.000
392,0.362617,2021-12-17 17:34:36.250
393,0.362617,2021-12-17 17:34:36.500
394,0.361335,2021-12-17 17:34:36.750
395,0.362617,2021-12-17 17:34:37.000
396,0.361335,2021-12-17 17:34:37.250
397,0.361335,2021-12-17 17:34:37.500
398,0.361335,2021-12-17 17:34:37.750
399,0.361335,2021-12-17 17:34:38.000
400,0.361335,2021-12-17 17:34:38.250
401,0.361335,2021-12-17 17:34:38.500
402,0.360054,2021-12-17 17:34:38.750
403,0.361335,2021-12-17 17:34:39.000
404,0.358773,2021-12-17 17:34:39.250
405,0.360054,2021-12-17 17:34:39.500
406,0.361335,2021-12-17 17:34:39.750
407,0.360054,2021-12-17 17:34:40.000
408,0.360054,2021-12-17 17:34:40.250
409,0.358773,2021-12-17 17:34:40.500
410,0.360054,2021-12-17 17:34:40.750
411,0.360054,2021-12-17 17:34:41.000
412,0.358773,2021-12-17 17:34:41.250
413,0.358773,2021-12-17 17:34:41.500
414,0.360054,2021-12-17 17:34:41.750
415,0.357491,2021-12-17 17:34:42.000
416,0.357491,2021-12-17 17:34:42.250
417,0.360054,2021-12-17 17:34:42.500
418,0.35621,2021-12-17 17:34:42.750
419,0.357491,2021-12-17 17:34:43.000
420,0.35621,2021-12-17 17:34:43.250
421,0.357491,2021-12-17 17:34:43.500
422,0.35621,2021-12-17 17:34:43.750
423,0.35621,2021-12-17 17:34:44.000
424,0.353647,2021-12-17 17:34:44.250
425,0.35621,2021-12-17 17:34:44.500
426,0.35621,2021-12-17 17:34:44.750
427,0.35621,2021-12-17 17:34:45.000
428,0.35621,2021-12-17 17:34:45.250
429,0.354929,2021-12-17 17:34:45.500
430,0.353647,2021-12-17 17:34:45.750
431,0.35621,2021-12-17 17:34:46.000
432,0.357491,2021-12-17 17:34:46.250
433,0.352366,2021-12-17 17:34:46.500
434,0.354929,2021-12-17 17:34:46.750
435,0.35621,2021-12-17 17:34:47.000
436,0.354929,2021-12-17 17:34:47.250
437,0.353647,2021-12-17 17:34:47.500
438,0.354929,2021-12-17 17:34:47.750
439,0.353647,2021-12-17 17:34:48.000
440,0.354929,2021-12-17 17:34:48.250
441,0.354929,2021-12-17 17:34:48.500
442,0.353647,2021-12-17 17:34:48.750
443,0.353647,2021-12-17 17:34:49.000
444,0.353647,2021-12-17 17:34:49.250
445,0.353647,2021-12-17 17:34:49.500
446,0.351085,2021-12-17 17:34:49.750
447,0.353647,2021-12-17 17:34:50.000
448,0.352366,2021-12-17 17:34:50.250
449,0.352366,2021-12-17 17:34:50.500
450,0.351085,2021-12-17 17:34:50.750
451,0.351085,2021-12-17 17:34:51.000
452,0.352366,2021-12-17 17:34:51.250
453,0.351085,2021-12-17 17:34:51.500
454,0.351085,2021-12-17 17:34:51.750
455,0.349803,2021-12-17 17:34:52.000
456,0.349803,2021-12-17 17:34:52.250
457,0.349803,2021-12-17 17:34:52.500
458,0.349803,2021-12-17 17:34:52.750
459,0.349803,2021-12-17 17:34:53.000
460,0.348522,2021-12-17 17:34:53.250
461,0.352366,2021-12-17 17:34:53.500
462,0.349803,2021-12-17 17:34:53.750
463,0.348522,2021-12-17 17:34:54.000
464,0.349803,2021-12-17 17:34:54.250
465,0.348522,2021-12-17 17:34:54.500
466,0.348522,2021-12-17 17:34:54.750
467,0.349803,2021-12-17 17:34:55.000
468,0.345959,2021-12-17 17:34:55.250
469,0.348522,2021-12-17 17:34:55.500
470,0.347241,2021-12-17 17:34:55.750
471,0.347241,2021-12-17 17:34:56.000
472,0.348522,2021-12-17 17:34:56.250
473,0.348522,2021-12-17 17:34:56.500
474,0.347241,2021-12-17 17:34:56.750
475,0.347241,2021-12-17 17:34:57.000
476,0.349803,2021-12-17 17:34:57.250
477,0.347241,2021-12-17 17:34:57.500
478,0.345959,2021-12-17 17:34:57.750
479,0.347241,2021-12-17 17:34:58.000
480,0.347241,2021-12-17 17:34:58.250
481,0.344678,2021-12-17 17:34:58.500
482,0.345959,2021-12-17 17:34:58.750
483,0.344678,2021-12-17 17:34:59.000
484,0.344678,2021-12-17 17:34:59.250
485,0.345959,2021-12-17 17:34:59.500
486,0.344678,2021-12-17 17:34:59.750
487,0.344678,2021-12-17 17:35:00.000
488,0.345959,2021-12-17 17:35:00.250
489,0.343397,2021-12-17 17:35:00.500
490,0.345959,2021-12-17 17:35:00.750
491,0.344678,2021-12-17 17:35:01.000
492,0.343397,2021-12-17 17:35:01.250
493,0.342115,2021-12-17 17:35:01.500
494,0.340834,2021-12-17 17:35:01.750
495,0.342115,2021-12-17 17:35:02.000
496,0.342115,2021-12-17 17:35:02.250
497,0.340834,2021-12-17 17:35:02.500
498,0.342115,2021-12-17 17:35:02.750
499,0.343397,2021-12-17 17:35:03.000
500,0.340834,2021-12-17 17:35:03.250
501,0.345959,2021-12-17 17:35:03.500
502,0.343397,2021-12-17 17:35:03.750
503,0.340834,2021-12-17 17:35:04.000
504,0.342115,2021-12-17 17:35:04.250
505,0.343397,2021-12-17 17:35:04.500
506,0.342115,2021-12-17 17:35:04.750
507,0.340834,2021-12-17 17:35:05.000
508,0.340834,2021-12-17 17:35:05.250
509,0.340834,2021-12-17 17:35:05.500
510,0.339553,2021-12-17 17:35:05.750
511,0.342115,2021-12-17 17:35:06.000
512,0.339553,2021-12-17 17:35:06.250
513,0.339553,2021-12-17 17:35:06.500
514,0.340834,2021-12-17 17:35:06.750
515,0.33699,2021-12-17 17:35:07.000
516,0.339553,2021-12-17 17:35:07.250
517,0.339553,2021-12-17 17:35:07.500
518,0.339553,2021-12-17 17:35:07.750
519,0.339553,2021-12-17 17:35:08.000
520,0.339553,2021-12-17 17:35:08.250
521,0.338271,2021-12-17 17:35:08.500
522,0.338271,2021-12-17 17:35:08.750
523,0.338271,2021-12-17 17:35:09.000
524,0.33699,2021-12-17 17:35:09.250
525,0.338271,2021-12-17 17:35:09.500
526,0.33699,2021-12-17 17:35:09.750
527,0.338271,2021-12-17 17:35:10.000
528,0.339553,2021-12-17 17:35:10.250
529,0.338271,2021-12-17 17:35:10.500
530,0.338271,2021-12-17 17:35:10.750
531,0.339553,2021-12-17 17:35:11.000
532,0.33699,2021-12-17 17:35:11.250
533,0.33699,2021-12-17 17:35:11.500
534,0.335709,2021-12-17 17:35:11.750
535,0.33699,2021-12-17 17:35:12.000
536,0.335709,2021-12-17 17:35:12.250
537,0.33699,2021-12-17 17:35:12.500
538,0.33699,2021-12-17 17:35:12.750
539,0.33699,2021-12-17 17:35:13.000
540,0.335709,2021-12-17 17:35:13.250
541,0.338271,2021-12-17 17:35:13.500
542,0.33699,2021-12-17 17:35:13.750
543,0.335709,2021-12-17 17:35:14.000
544,0.334427,2021-12-17 17:35:14.250
545,0.335709,2021-12-17 17:35:14.500
546,0.335709,2021-12-17 17:35:14.750
547,0.334427,2021-12-17 17:35:15.000
548,0.334427,2021-12-17 17:35:15.250
549,0.335709,2021-12-17 17:35:15.500
550,0.334427,2021-12-17 17:35:15.750
551,0.334427,2021-12-17 17:35:16.000
552,0.33699,2021-12-17 17:35:16.250
553,0.334427,2021-12-17 17:35:16.500
554,0.334427,2021-12-17 17:35:16.750
555,0.335709,2021-12-17 17:35:17.000
556,0.334427,2021-12-17 17:35:17.250
557,0.33699,2021-12-17 17:35:17.500
558,0.333146,2021-12-17 17:35:17.750
559,0.333146,2021-12-17 17:35:18.000
560,0.333146,2021-12-17 17:35:18.250
561,0.334427,2021-12-17 17:35:18.500
562,0.333146,2021-12-17 17:35:18.750
563,0.334427,2021-12-17 17:35:19.000
564,0.331865,2021-12-17 17:35:19.250
565,0.333146,2021-12-17 17:35:19.500
566,0.335709,2021-12-17 17:35:19.750
567,0.330583,2021-12-17 17:35:20.000
568,0.333146,2021-12-17 17:35:20.250
569,0.334427,2021-12-17 17:35:20.500
570,0.334427,2021-12-17 17:35:20.750
571,0.334427,2021-12-17 17:35:21.000
572,0.333146,2021-12-17 17:35:21.250
573,0.334427,2021-12-17 17:35:21.500
574,0.333146,2021-12-17 17:35:21.750
575,0.335709,2021-12-17 17:35:22.000
576,0.331865,2021-12-17 17:35:22.250
577,0.333146,2021-12-17 17:35:22.500
578,0.334427,2021-12-17 17:35:22.750
579,0.333146,2021-12-17 17:35:23.000
580,0.331865,2021-12-17 17:35:23.250
581,0.330583,2021-12-17 17:35:23.500
582,0.333146,2021-12-17 17:35:23.750
583,0.331865,2021-12-17 17:35:24.000
584,0.333146,2021-12-17 17:35:24.250
585,0.328021,2021-12-17 17:35:24.500
586,0.333146,2021-12-17 17:35:24.750
587,0.331865,2021-12-17 17:35:25.000
588,0.331865,2021-12-17 17:35:25.250
589,0.331865,2021-12-17 17:35:25.500
590,0.331865,2021-12-17 17:35:25.750
591,0.331865,2021-12-17 17:35:26.000
592,0.330583,2021-12-17 17:35:26.250
593,0.329302,2021-12-17 17:35:26.500
594,0.330583,2021-12-17 17:35:26.750
595,0.333146,2021-12-17 17:35:27.000
596,0.330583,2021-12-17 17:35:27.250
597,0.330583,2021-12-17 17:35:27.500
598,0.330583,2021-12-17 17:35:27.750
599,0.331865,2021-12-17 17:35:28.000
600,0.330583,2021-12-17 17:35:28.250
601,0.330583,2021-12-17 17:35:28.500
602,0.330583,2021-12-17 17:35:28.750
603,0.331865,2021-12-17 17:35:29.000
604,0.330583,2021-12-17 17:35:29.250
605,0.331865,2021-12-17 17:35:29.500
606,0.330583,2021-12-17 17:35:29.750
607,0.330583,2021-12-17 17:35:30.000
608,0.331865,2021-12-17 17:35:30.250
609,0.330583,2021-12-17 17:35:30.500
610,0.329302,2021-12-17 17:35:30.750
611,0.330583,2021-12-17 17:35:31.000
612,0.329302,2021-12-17 17:35:31.250
613,0.329302,2021-12-17 17:35:31.500
614,0.330583,2021-12-17 17:35:31.750
615,0.329302,2021-12-17 17:35:32.000
616,0.330583,2021-12-17 17:35:32.250
617,0.331865,2021-12-17 17:35:32.500
618,0.330583,2021-12-17 17:35:32.750
619,0.333146,2021-12-17 17:35:33.000
620,0.331865,2021-12-17 17:35:33.250
621,0.334427,2021-12-17 17:35:33.500
622,0.333146,2021-12-17 17:35:33.750
623,0.334427,2021-12-17 17:35:34.000
624,0.334427,2021-12-17 17:35:34.250
625,0.333146,2021-12-17 17:35:34.500
626,0.333146,2021-12-17 17:35:34.750
627,0.333146,2021-12-17 17:35:35.000
628,0.331865,2021-12-17 17:35:35.250
629,0.331865,2021-12-17 17:35:35.500
630,0.331865,2021-12-17 17:35:35.750
631,0.330583,2021-12-17 17:35:36.000
632,0.331865,2021-12-17 17:35:36.250
633,0.330583,2021-12-17 17:35:36.500
634,0.329302,2021-12-17 17:35:36.750
