,BVP,time
45,-8.07,2021-12-17 17:32:58.875000
46,4.55,2021-12-17 17:32:58.890625
47,20.55,2021-12-17 17:32:58.906250
48,38.99,2021-12-17 17:32:58.921875
49,58.26,2021-12-17 17:32:58.937500
50,76.36,2021-12-17 17:32:58.953125
51,91.49,2021-12-17 17:32:58.968750
52,102.25,2021-12-17 17:32:58.984375
53,107.79,2021-12-17 17:32:59.000000
54,107.83,2021-12-17 17:32:59.015625
55,102.6,2021-12-17 17:32:59.031250
56,92.79,2021-12-17 17:32:59.046875
57,79.49,2021-12-17 17:32:59.062500
58,64.1,2021-12-17 17:32:59.078125
59,47.96,2021-12-17 17:32:59.093750
60,32.12,2021-12-17 17:32:59.109375
61,17.3,2021-12-17 17:32:59.125000
62,3.97,2021-12-17 17:32:59.140625
63,-7.35,2021-12-17 17:32:59.156250
64,-15.88,2021-12-17 17:32:59.171875
65,-20.75,2021-12-17 17:32:59.187500
66,-21.4,2021-12-17 17:32:59.203125
67,-17.88,2021-12-17 17:32:59.218750
68,-11.09,2021-12-17 17:32:59.234375
69,-2.38,2021-12-17 17:32:59.250000
70,7.13,2021-12-17 17:32:59.265625
71,17.19,2021-12-17 17:32:59.281250
72,28.74,2021-12-17 17:32:59.296875
73,43.69,2021-12-17 17:32:59.312500
74,64.24,2021-12-17 17:32:59.328125
75,92.04,2021-12-17 17:32:59.343750
76,127.5,2021-12-17 17:32:59.359375
77,169.58,2021-12-17 17:32:59.375000
78,215.83,2021-12-17 17:32:59.390625
79,262.88,2021-12-17 17:32:59.406250
80,307.02,2021-12-17 17:32:59.421875
81,344.82,2021-12-17 17:32:59.437500
82,373.57,2021-12-17 17:32:59.453125
83,391.71,2021-12-17 17:32:59.468750
84,399.01,2021-12-17 17:32:59.484375
85,396.47,2021-12-17 17:32:59.500000
86,385.96,2021-12-17 17:32:59.515625
87,369.51,2021-12-17 17:32:59.531250
88,348.5,2021-12-17 17:32:59.546875
89,323.02,2021-12-17 17:32:59.562500
90,291.93,2021-12-17 17:32:59.578125
91,253.39,2021-12-17 17:32:59.593750
92,206.02,2021-12-17 17:32:59.609375
93,150.1,2021-12-17 17:32:59.625000
94,88.44,2021-12-17 17:32:59.640625
95,26.17,2021-12-17 17:32:59.656250
96,-30.34,2021-12-17 17:32:59.671875
97,-75.05,2021-12-17 17:32:59.687500
98,-103.92,2021-12-17 17:32:59.703125
99,-115.7,2021-12-17 17:32:59.718750
100,-112.0,2021-12-17 17:32:59.734375
101,-96.61,2021-12-17 17:32:59.750000
102,-74.78,2021-12-17 17:32:59.765625
103,-52.34,2021-12-17 17:32:59.781250
104,-34.8,2021-12-17 17:32:59.796875
105,-26.11,2021-12-17 17:32:59.812500
106,-27.09,2021-12-17 17:32:59.828125
107,-34.41,2021-12-17 17:32:59.843750
108,-41.09,2021-12-17 17:32:59.859375
109,-38.85,2021-12-17 17:32:59.875000
110,-21.89,2021-12-17 17:32:59.890625
111,9.89,2021-12-17 17:32:59.906250
112,49.88,2021-12-17 17:32:59.921875
113,86.86,2021-12-17 17:32:59.937500
114,109.44,2021-12-17 17:32:59.953125
115,110.63,2021-12-17 17:32:59.968750
116,90.35,2021-12-17 17:32:59.984375
117,54.75,2021-12-17 17:33:00.000000
118,12.86,2021-12-17 17:33:00.015625
119,-27.39,2021-12-17 17:33:00.031250
120,-61.77,2021-12-17 17:33:00.046875
121,-89.89,2021-12-17 17:33:00.062500
122,-113.53,2021-12-17 17:33:00.078125
123,-134.25,2021-12-17 17:33:00.093750
124,-152.08,2021-12-17 17:33:00.109375
125,-165.68,2021-12-17 17:33:00.125000
126,-173.66,2021-12-17 17:33:00.140625
127,-175.93,2021-12-17 17:33:00.156250
128,-174.49,2021-12-17 17:33:00.171875
129,-172.57,2021-12-17 17:33:00.187500
130,-173.25,2021-12-17 17:33:00.203125
131,-177.9,2021-12-17 17:33:00.218750
132,-185.55,2021-12-17 17:33:00.234375
133,-193.44,2021-12-17 17:33:00.250000
134,-198.43,2021-12-17 17:33:00.265625
135,-198.46,2021-12-17 17:33:00.281250
136,-193.25,2021-12-17 17:33:00.296875
137,-184.09,2021-12-17 17:33:00.312500
138,-172.9,2021-12-17 17:33:00.328125
139,-161.23,2021-12-17 17:33:00.343750
140,-149.64,2021-12-17 17:33:00.359375
141,-137.69,2021-12-17 17:33:00.375000
142,-124.43,2021-12-17 17:33:00.390625
143,-109.05,2021-12-17 17:33:00.406250
144,-91.24,2021-12-17 17:33:00.421875
145,-71.05,2021-12-17 17:33:00.437500
146,-48.72,2021-12-17 17:33:00.453125
147,-24.18,2021-12-17 17:33:00.468750
148,3.28,2021-12-17 17:33:00.484375
149,34.9,2021-12-17 17:33:00.500000
150,71.59,2021-12-17 17:33:00.515625
151,112.72,2021-12-17 17:33:00.531250
152,155.1,2021-12-17 17:33:00.546875
153,192.99,2021-12-17 17:33:00.562500
154,219.49,2021-12-17 17:33:00.578125
155,229.02,2021-12-17 17:33:00.593750
156,219.95,2021-12-17 17:33:00.609375
157,195.79,2021-12-17 17:33:00.625000
158,164.16,2021-12-17 17:33:00.640625
159,133.88,2021-12-17 17:33:00.656250
160,111.41,2021-12-17 17:33:00.671875
161,98.62,2021-12-17 17:33:00.687500
162,92.69,2021-12-17 17:33:00.703125
163,88.07,2021-12-17 17:33:00.718750
164,79.28,2021-12-17 17:33:00.734375
165,63.05,2021-12-17 17:33:00.750000
166,38.92,2021-12-17 17:33:00.765625
167,8.58,2021-12-17 17:33:00.781250
168,-25.6,2021-12-17 17:33:00.796875
169,-61.76,2021-12-17 17:33:00.812500
170,-99.09,2021-12-17 17:33:00.828125
171,-137.51,2021-12-17 17:33:00.843750
172,-176.99,2021-12-17 17:33:00.859375
173,-216.49,2021-12-17 17:33:00.875000
174,-253.28,2021-12-17 17:33:00.890625
175,-283.07,2021-12-17 17:33:00.906250
176,-301.25,2021-12-17 17:33:00.921875
177,-304.46,2021-12-17 17:33:00.937500
178,-292.03,2021-12-17 17:33:00.953125
179,-266.48,2021-12-17 17:33:00.968750
180,-232.74,2021-12-17 17:33:00.984375
181,-196.61,2021-12-17 17:33:01.000000
182,-163.39,2021-12-17 17:33:01.015625
183,-137.14,2021-12-17 17:33:01.031250
184,-120.42,2021-12-17 17:33:01.046875
185,-114.28,2021-12-17 17:33:01.062500
186,-118.01,2021-12-17 17:33:01.078125
187,-129.0,2021-12-17 17:33:01.093750
188,-142.87,2021-12-17 17:33:01.109375
189,-154.36,2021-12-17 17:33:01.125000
190,-158.73,2021-12-17 17:33:01.140625
191,-153.15,2021-12-17 17:33:01.156250
192,-137.21,2021-12-17 17:33:01.171875
193,-112.57,2021-12-17 17:33:01.187500
194,-82.08,2021-12-17 17:33:01.203125
195,-48.99,2021-12-17 17:33:01.218750
196,-16.82,2021-12-17 17:33:01.234375
197,10.75,2021-12-17 17:33:01.250000
198,30.3,2021-12-17 17:33:01.265625
199,39.38,2021-12-17 17:33:01.281250
200,37.63,2021-12-17 17:33:01.296875
201,27.18,2021-12-17 17:33:01.312500
202,12.09,2021-12-17 17:33:01.328125
203,-3.03,2021-12-17 17:33:01.343750
204,-14.48,2021-12-17 17:33:01.359375
205,-20.26,2021-12-17 17:33:01.375000
206,-19.74,2021-12-17 17:33:01.390625
207,-12.34,2021-12-17 17:33:01.406250
208,3.26,2021-12-17 17:33:01.421875
209,28.24,2021-12-17 17:33:01.437500
210,61.7,2021-12-17 17:33:01.453125
211,98.75,2021-12-17 17:33:01.468750
212,130.79,2021-12-17 17:33:01.484375
213,148.57,2021-12-17 17:33:01.500000
214,146.72,2021-12-17 17:33:01.515625
215,126.87,2021-12-17 17:33:01.531250
216,97.47,2021-12-17 17:33:01.546875
217,69.81,2021-12-17 17:33:01.562500
218,52.55,2021-12-17 17:33:01.578125
219,47.84,2021-12-17 17:33:01.593750
220,51.36,2021-12-17 17:33:01.609375
221,55.77,2021-12-17 17:33:01.625000
222,55.42,2021-12-17 17:33:01.640625
223,48.97,2021-12-17 17:33:01.656250
224,38.97,2021-12-17 17:33:01.671875
225,29.12,2021-12-17 17:33:01.687500
226,21.41,2021-12-17 17:33:01.703125
227,15.38,2021-12-17 17:33:01.718750
228,9.31,2021-12-17 17:33:01.734375
229,2.45,2021-12-17 17:33:01.750000
230,-3.69,2021-12-17 17:33:01.765625
231,-5.8,2021-12-17 17:33:01.781250
232,-0.53,2021-12-17 17:33:01.796875
233,13.44,2021-12-17 17:33:01.812500
234,34.16,2021-12-17 17:33:01.828125
235,56.69,2021-12-17 17:33:01.843750
236,74.88,2021-12-17 17:33:01.859375
237,83.78,2021-12-17 17:33:01.875000
238,81.4,2021-12-17 17:33:01.890625
239,69.4,2021-12-17 17:33:01.906250
240,52.09,2021-12-17 17:33:01.921875
241,34.45,2021-12-17 17:33:01.937500
242,20.18,2021-12-17 17:33:01.953125
243,10.5,2021-12-17 17:33:01.968750
244,4.38,2021-12-17 17:33:01.984375
245,-0.25,2021-12-17 17:33:02.000000
246,-5.07,2021-12-17 17:33:02.015625
247,-10.53,2021-12-17 17:33:02.031250
248,-15.69,2021-12-17 17:33:02.046875
249,-19.04,2021-12-17 17:33:02.062500
250,-19.36,2021-12-17 17:33:02.078125
251,-16.39,2021-12-17 17:33:02.093750
252,-10.99,2021-12-17 17:33:02.109375
253,-4.81,2021-12-17 17:33:02.125000
254,0.4,2021-12-17 17:33:02.140625
255,3.42,2021-12-17 17:33:02.156250
256,3.79,2021-12-17 17:33:02.171875
257,2.0,2021-12-17 17:33:02.187500
258,-0.9,2021-12-17 17:33:02.203125
259,-3.65,2021-12-17 17:33:02.218750
260,-5.16,2021-12-17 17:33:02.234375
261,-4.89,2021-12-17 17:33:02.250000
262,-2.93,2021-12-17 17:33:02.265625
263,0.23,2021-12-17 17:33:02.281250
264,3.89,2021-12-17 17:33:02.296875
265,7.46,2021-12-17 17:33:02.312500
266,10.77,2021-12-17 17:33:02.328125
267,14.07,2021-12-17 17:33:02.343750
268,17.91,2021-12-17 17:33:02.359375
269,22.89,2021-12-17 17:33:02.375000
270,29.26,2021-12-17 17:33:02.390625
271,36.71,2021-12-17 17:33:02.406250
272,44.1,2021-12-17 17:33:02.421875
273,49.79,2021-12-17 17:33:02.437500
274,51.76,2021-12-17 17:33:02.453125
275,47.92,2021-12-17 17:33:02.468750
276,36.34,2021-12-17 17:33:02.484375
277,15.55,2021-12-17 17:33:02.500000
278,-14.57,2021-12-17 17:33:02.515625
279,-52.29,2021-12-17 17:33:02.531250
280,-93.61,2021-12-17 17:33:02.546875
281,-132.98,2021-12-17 17:33:02.562500
282,-164.79,2021-12-17 17:33:02.578125
283,-184.94,2021-12-17 17:33:02.593750
284,-191.83,2021-12-17 17:33:02.609375
285,-186.18,2021-12-17 17:33:02.625000
286,-170.02,2021-12-17 17:33:02.640625
287,-145.66,2021-12-17 17:33:02.656250
288,-115.54,2021-12-17 17:33:02.671875
289,-82.49,2021-12-17 17:33:02.687500
290,-50.25,2021-12-17 17:33:02.703125
291,-23.46,2021-12-17 17:33:02.718750
292,-6.87,2021-12-17 17:33:02.734375
293,-3.82,2021-12-17 17:33:02.750000
294,-15.22,2021-12-17 17:33:02.765625
295,-39.04,2021-12-17 17:33:02.781250
296,-70.6,2021-12-17 17:33:02.796875
297,-103.55,2021-12-17 17:33:02.812500
298,-130.93,2021-12-17 17:33:02.828125
299,-146.16,2021-12-17 17:33:02.843750
300,-144.53,2021-12-17 17:33:02.859375
301,-124.38,2021-12-17 17:33:02.875000
302,-87.72,2021-12-17 17:33:02.890625
303,-39.77,2021-12-17 17:33:02.906250
304,12.58,2021-12-17 17:33:02.921875
305,63.06,2021-12-17 17:33:02.937500
306,107.75,2021-12-17 17:33:02.953125
307,145.8,2021-12-17 17:33:02.968750
308,179.18,2021-12-17 17:33:02.984375
309,211.12,2021-12-17 17:33:03.000000
310,244.27,2021-12-17 17:33:03.015625
311,278.96,2021-12-17 17:33:03.031250
312,312.06,2021-12-17 17:33:03.046875
313,337.09,2021-12-17 17:33:03.062500
314,346.02,2021-12-17 17:33:03.078125
315,332.35,2021-12-17 17:33:03.093750
316,294.46,2021-12-17 17:33:03.109375
317,237.48,2021-12-17 17:33:03.125000
318,172.57,2021-12-17 17:33:03.140625
319,113.47,2021-12-17 17:33:03.156250
320,71.67,2021-12-17 17:33:03.171875
321,52.37,2021-12-17 17:33:03.187500
322,53.26,2021-12-17 17:33:03.203125
323,66.41,2021-12-17 17:33:03.218750
324,82.03,2021-12-17 17:33:03.234375
325,92.22,2021-12-17 17:33:03.250000
326,93.0,2021-12-17 17:33:03.265625
327,84.02,2021-12-17 17:33:03.281250
328,66.94,2021-12-17 17:33:03.296875
329,43.8,2021-12-17 17:33:03.312500
330,16.25,2021-12-17 17:33:03.328125
331,-14.1,2021-12-17 17:33:03.343750
332,-45.0,2021-12-17 17:33:03.359375
333,-73.34,2021-12-17 17:33:03.375000
334,-95.67,2021-12-17 17:33:03.390625
335,-109.47,2021-12-17 17:33:03.406250
336,-114.12,2021-12-17 17:33:03.421875
337,-111.21,2021-12-17 17:33:03.437500
338,-103.95,2021-12-17 17:33:03.453125
339,-96.01,2021-12-17 17:33:03.468750
340,-90.27,2021-12-17 17:33:03.484375
341,-87.89,2021-12-17 17:33:03.500000
342,-88.29,2021-12-17 17:33:03.515625
343,-89.64,2021-12-17 17:33:03.531250
344,-89.93,2021-12-17 17:33:03.546875
345,-87.8,2021-12-17 17:33:03.562500
346,-83.2,2021-12-17 17:33:03.578125
347,-77.27,2021-12-17 17:33:03.593750
348,-71.85,2021-12-17 17:33:03.609375
349,-68.74,2021-12-17 17:33:03.625000
350,-68.93,2021-12-17 17:33:03.640625
351,-72.35,2021-12-17 17:33:03.656250
352,-77.97,2021-12-17 17:33:03.671875
353,-84.36,2021-12-17 17:33:03.687500
354,-90.15,2021-12-17 17:33:03.703125
355,-94.53,2021-12-17 17:33:03.718750
356,-97.25,2021-12-17 17:33:03.734375
357,-98.62,2021-12-17 17:33:03.750000
358,-99.17,2021-12-17 17:33:03.765625
359,-99.45,2021-12-17 17:33:03.781250
360,-99.91,2021-12-17 17:33:03.796875
361,-100.81,2021-12-17 17:33:03.812500
362,-102.31,2021-12-17 17:33:03.828125
363,-104.27,2021-12-17 17:33:03.843750
364,-106.06,2021-12-17 17:33:03.859375
365,-106.22,2021-12-17 17:33:03.875000
366,-102.4,2021-12-17 17:33:03.890625
367,-91.77,2021-12-17 17:33:03.906250
368,-71.86,2021-12-17 17:33:03.921875
369,-41.7,2021-12-17 17:33:03.937500
370,-2.67,2021-12-17 17:33:03.953125
371,41.42,2021-12-17 17:33:03.968750
372,85.12,2021-12-17 17:33:03.984375
373,122.78,2021-12-17 17:33:04.000000
374,150.0,2021-12-17 17:33:04.015625
375,164.53,2021-12-17 17:33:04.031250
376,166.44,2021-12-17 17:33:04.046875
377,157.63,2021-12-17 17:33:04.062500
378,141.09,2021-12-17 17:33:04.078125
379,120.22,2021-12-17 17:33:04.093750
380,98.27,2021-12-17 17:33:04.109375
381,78.01,2021-12-17 17:33:04.125000
382,61.38,2021-12-17 17:33:04.140625
383,49.38,2021-12-17 17:33:04.156250
384,41.95,2021-12-17 17:33:04.171875
385,38.15,2021-12-17 17:33:04.187500
386,36.62,2021-12-17 17:33:04.203125
387,35.88,2021-12-17 17:33:04.218750
388,34.73,2021-12-17 17:33:04.234375
389,32.44,2021-12-17 17:33:04.250000
390,28.88,2021-12-17 17:33:04.265625
391,24.34,2021-12-17 17:33:04.281250
392,19.49,2021-12-17 17:33:04.296875
393,15.09,2021-12-17 17:33:04.312500
394,11.7,2021-12-17 17:33:04.328125
395,9.54,2021-12-17 17:33:04.343750
396,8.39,2021-12-17 17:33:04.359375
397,7.83,2021-12-17 17:33:04.375000
398,7.38,2021-12-17 17:33:04.390625
399,6.81,2021-12-17 17:33:04.406250
400,6.12,2021-12-17 17:33:04.421875
401,5.51,2021-12-17 17:33:04.437500
402,5.21,2021-12-17 17:33:04.453125
403,5.29,2021-12-17 17:33:04.468750
404,5.6,2021-12-17 17:33:04.484375
405,5.77,2021-12-17 17:33:04.500000
406,5.42,2021-12-17 17:33:04.515625
407,4.26,2021-12-17 17:33:04.531250
408,2.19,2021-12-17 17:33:04.546875
409,-0.68,2021-12-17 17:33:04.562500
410,-4.1,2021-12-17 17:33:04.578125
411,-7.83,2021-12-17 17:33:04.593750
412,-11.63,2021-12-17 17:33:04.609375
413,-15.3,2021-12-17 17:33:04.625000
414,-18.6,2021-12-17 17:33:04.640625
415,-21.16,2021-12-17 17:33:04.656250
416,-22.62,2021-12-17 17:33:04.671875
417,-22.73,2021-12-17 17:33:04.687500
418,-21.52,2021-12-17 17:33:04.703125
419,-19.31,2021-12-17 17:33:04.718750
420,-16.66,2021-12-17 17:33:04.734375
421,-14.09,2021-12-17 17:33:04.750000
422,-11.89,2021-12-17 17:33:04.765625
423,-10.09,2021-12-17 17:33:04.781250
424,-8.49,2021-12-17 17:33:04.796875
425,-6.87,2021-12-17 17:33:04.812500
426,-5.13,2021-12-17 17:33:04.828125
427,-3.42,2021-12-17 17:33:04.843750
428,-1.96,2021-12-17 17:33:04.859375
429,-0.97,2021-12-17 17:33:04.875000
430,-0.51,2021-12-17 17:33:04.890625
431,-0.5,2021-12-17 17:33:04.906250
432,-0.79,2021-12-17 17:33:04.921875
433,-1.25,2021-12-17 17:33:04.937500
434,-1.82,2021-12-17 17:33:04.953125
435,-2.43,2021-12-17 17:33:04.968750
436,-2.97,2021-12-17 17:33:04.984375
437,-3.24,2021-12-17 17:33:05.000000
438,-2.93,2021-12-17 17:33:05.015625
439,-1.8,2021-12-17 17:33:05.031250
440,0.23,2021-12-17 17:33:05.046875
441,2.97,2021-12-17 17:33:05.062500
442,6.03,2021-12-17 17:33:05.078125
443,8.86,2021-12-17 17:33:05.093750
444,10.99,2021-12-17 17:33:05.109375
445,12.09,2021-12-17 17:33:05.125000
446,12.07,2021-12-17 17:33:05.140625
447,11.12,2021-12-17 17:33:05.156250
448,9.55,2021-12-17 17:33:05.171875
449,7.76,2021-12-17 17:33:05.187500
450,6.15,2021-12-17 17:33:05.203125
451,5.04,2021-12-17 17:33:05.218750
452,4.56,2021-12-17 17:33:05.234375
453,4.71,2021-12-17 17:33:05.250000
454,5.35,2021-12-17 17:33:05.265625
455,6.25,2021-12-17 17:33:05.281250
456,7.23,2021-12-17 17:33:05.296875
457,8.11,2021-12-17 17:33:05.312500
458,8.73,2021-12-17 17:33:05.328125
459,9.0,2021-12-17 17:33:05.343750
460,8.89,2021-12-17 17:33:05.359375
461,8.45,2021-12-17 17:33:05.375000
462,7.78,2021-12-17 17:33:05.390625
463,7.0,2021-12-17 17:33:05.406250
464,6.27,2021-12-17 17:33:05.421875
465,5.66,2021-12-17 17:33:05.437500
466,5.23,2021-12-17 17:33:05.453125
467,4.99,2021-12-17 17:33:05.468750
468,4.87,2021-12-17 17:33:05.484375
469,4.8,2021-12-17 17:33:05.500000
470,4.7,2021-12-17 17:33:05.515625
471,4.5,2021-12-17 17:33:05.531250
472,4.15,2021-12-17 17:33:05.546875
473,3.64,2021-12-17 17:33:05.562500
474,2.99,2021-12-17 17:33:05.578125
475,2.23,2021-12-17 17:33:05.593750
476,1.35,2021-12-17 17:33:05.609375
477,0.34,2021-12-17 17:33:05.625000
478,-0.79,2021-12-17 17:33:05.640625
479,-2.0,2021-12-17 17:33:05.656250
480,-3.19,2021-12-17 17:33:05.671875
481,-4.2,2021-12-17 17:33:05.687500
482,-4.93,2021-12-17 17:33:05.703125
483,-5.42,2021-12-17 17:33:05.718750
484,-5.82,2021-12-17 17:33:05.734375
485,-6.36,2021-12-17 17:33:05.750000
486,-7.2,2021-12-17 17:33:05.765625
487,-8.4,2021-12-17 17:33:05.781250
488,-9.8,2021-12-17 17:33:05.796875
489,-11.1,2021-12-17 17:33:05.812500
490,-11.91,2021-12-17 17:33:05.828125
491,-11.96,2021-12-17 17:33:05.843750
492,-11.16,2021-12-17 17:33:05.859375
493,-9.63,2021-12-17 17:33:05.875000
494,-7.71,2021-12-17 17:33:05.890625
495,-5.78,2021-12-17 17:33:05.906250
496,-4.12,2021-12-17 17:33:05.921875
497,-2.92,2021-12-17 17:33:05.937500
498,-2.17,2021-12-17 17:33:05.953125
499,-1.76,2021-12-17 17:33:05.968750
500,-1.57,2021-12-17 17:33:05.984375
501,-1.55,2021-12-17 17:33:06.000000
502,-1.63,2021-12-17 17:33:06.015625
503,-1.8,2021-12-17 17:33:06.031250
504,-1.97,2021-12-17 17:33:06.046875
505,-2.03,2021-12-17 17:33:06.062500
506,-1.89,2021-12-17 17:33:06.078125
507,-1.38,2021-12-17 17:33:06.093750
508,-0.36,2021-12-17 17:33:06.109375
509,1.28,2021-12-17 17:33:06.125000
510,3.6,2021-12-17 17:33:06.140625
511,6.54,2021-12-17 17:33:06.156250
512,9.86,2021-12-17 17:33:06.171875
513,13.26,2021-12-17 17:33:06.187500
514,16.32,2021-12-17 17:33:06.203125
515,18.7,2021-12-17 17:33:06.218750
516,20.19,2021-12-17 17:33:06.234375
517,20.69,2021-12-17 17:33:06.250000
518,20.21,2021-12-17 17:33:06.265625
519,18.8,2021-12-17 17:33:06.281250
520,16.61,2021-12-17 17:33:06.296875
521,13.82,2021-12-17 17:33:06.312500
522,10.79,2021-12-17 17:33:06.328125
523,7.85,2021-12-17 17:33:06.343750
524,5.31,2021-12-17 17:33:06.359375
525,3.32,2021-12-17 17:33:06.375000
526,1.84,2021-12-17 17:33:06.390625
527,0.75,2021-12-17 17:33:06.406250
528,-0.14,2021-12-17 17:33:06.421875
529,-0.94,2021-12-17 17:33:06.437500
530,-1.71,2021-12-17 17:33:06.453125
531,-2.43,2021-12-17 17:33:06.468750
532,-3.04,2021-12-17 17:33:06.484375
533,-3.45,2021-12-17 17:33:06.500000
534,-3.57,2021-12-17 17:33:06.515625
535,-3.38,2021-12-17 17:33:06.531250
536,-2.93,2021-12-17 17:33:06.546875
537,-2.34,2021-12-17 17:33:06.562500
538,-1.83,2021-12-17 17:33:06.578125
539,-1.58,2021-12-17 17:33:06.593750
540,-1.65,2021-12-17 17:33:06.609375
541,-1.89,2021-12-17 17:33:06.625000
542,-2.08,2021-12-17 17:33:06.640625
543,-2.0,2021-12-17 17:33:06.656250
544,-1.61,2021-12-17 17:33:06.671875
545,-1.01,2021-12-17 17:33:06.687500
546,-0.34,2021-12-17 17:33:06.703125
547,0.27,2021-12-17 17:33:06.718750
548,0.87,2021-12-17 17:33:06.734375
549,1.59,2021-12-17 17:33:06.750000
550,2.59,2021-12-17 17:33:06.765625
551,3.98,2021-12-17 17:33:06.781250
552,5.7,2021-12-17 17:33:06.796875
553,7.59,2021-12-17 17:33:06.812500
554,9.41,2021-12-17 17:33:06.828125
555,10.93,2021-12-17 17:33:06.843750
556,11.94,2021-12-17 17:33:06.859375
557,12.24,2021-12-17 17:33:06.875000
558,11.64,2021-12-17 17:33:06.890625
559,10.07,2021-12-17 17:33:06.906250
560,7.59,2021-12-17 17:33:06.921875
561,4.45,2021-12-17 17:33:06.937500
562,1.12,2021-12-17 17:33:06.953125
563,-1.86,2021-12-17 17:33:06.968750
564,-4.05,2021-12-17 17:33:06.984375
565,-5.2,2021-12-17 17:33:07.000000
566,-5.39,2021-12-17 17:33:07.015625
567,-4.88,2021-12-17 17:33:07.031250
568,-4.06,2021-12-17 17:33:07.046875
569,-3.24,2021-12-17 17:33:07.062500
570,-2.56,2021-12-17 17:33:07.078125
571,-1.99,2021-12-17 17:33:07.093750
572,-1.45,2021-12-17 17:33:07.109375
573,-0.91,2021-12-17 17:33:07.125000
574,-0.42,2021-12-17 17:33:07.140625
575,-0.11,2021-12-17 17:33:07.156250
576,-0.05,2021-12-17 17:33:07.171875
577,-0.23,2021-12-17 17:33:07.187500
578,-0.57,2021-12-17 17:33:07.203125
579,-0.95,2021-12-17 17:33:07.218750
580,-1.3,2021-12-17 17:33:07.234375
581,-1.61,2021-12-17 17:33:07.250000
582,-1.91,2021-12-17 17:33:07.265625
583,-2.23,2021-12-17 17:33:07.281250
584,-2.51,2021-12-17 17:33:07.296875
585,-2.64,2021-12-17 17:33:07.312500
586,-2.51,2021-12-17 17:33:07.328125
587,-2.03,2021-12-17 17:33:07.343750
588,-1.18,2021-12-17 17:33:07.359375
589,-0.05,2021-12-17 17:33:07.375000
590,1.24,2021-12-17 17:33:07.390625
591,2.51,2021-12-17 17:33:07.406250
592,3.63,2021-12-17 17:33:07.421875
593,4.53,2021-12-17 17:33:07.437500
594,5.22,2021-12-17 17:33:07.453125
595,5.71,2021-12-17 17:33:07.468750
596,6.05,2021-12-17 17:33:07.484375
597,6.25,2021-12-17 17:33:07.500000
598,6.26,2021-12-17 17:33:07.515625
599,6.03,2021-12-17 17:33:07.531250
600,5.56,2021-12-17 17:33:07.546875
601,4.87,2021-12-17 17:33:07.562500
602,4.05,2021-12-17 17:33:07.578125
603,3.2,2021-12-17 17:33:07.593750
604,2.37,2021-12-17 17:33:07.609375
605,1.56,2021-12-17 17:33:07.625000
606,0.79,2021-12-17 17:33:07.640625
607,0.07,2021-12-17 17:33:07.656250
608,-0.51,2021-12-17 17:33:07.671875
609,-0.84,2021-12-17 17:33:07.687500
610,-0.9,2021-12-17 17:33:07.703125
611,-0.78,2021-12-17 17:33:07.718750
612,-0.59,2021-12-17 17:33:07.734375
613,-0.51,2021-12-17 17:33:07.750000
614,-0.64,2021-12-17 17:33:07.765625
615,-0.95,2021-12-17 17:33:07.781250
616,-1.31,2021-12-17 17:33:07.796875
617,-1.53,2021-12-17 17:33:07.812500
618,-1.5,2021-12-17 17:33:07.828125
619,-1.22,2021-12-17 17:33:07.843750
620,-0.85,2021-12-17 17:33:07.859375
