,TEMP,time
178,30.69,2021-12-17 17:39:42.750
179,30.71,2021-12-17 17:39:43.000
180,30.71,2021-12-17 17:39:43.250
181,30.71,2021-12-17 17:39:43.500
182,30.71,2021-12-17 17:39:43.750
183,30.71,2021-12-17 17:39:44.000
184,30.71,2021-12-17 17:39:44.250
185,30.71,2021-12-17 17:39:44.500
186,30.71,2021-12-17 17:39:44.750
187,30.71,2021-12-17 17:39:45.000
188,30.71,2021-12-17 17:39:45.250
189,30.71,2021-12-17 17:39:45.500
190,30.71,2021-12-17 17:39:45.750
191,30.71,2021-12-17 17:39:46.000
192,30.71,2021-12-17 17:39:46.250
193,30.71,2021-12-17 17:39:46.500
194,30.71,2021-12-17 17:39:46.750
195,30.71,2021-12-17 17:39:47.000
196,30.71,2021-12-17 17:39:47.250
197,30.71,2021-12-17 17:39:47.500
198,30.71,2021-12-17 17:39:47.750
199,30.73,2021-12-17 17:39:48.000
200,30.73,2021-12-17 17:39:48.250
201,30.73,2021-12-17 17:39:48.500
202,30.73,2021-12-17 17:39:48.750
203,30.71,2021-12-17 17:39:49.000
204,30.71,2021-12-17 17:39:49.250
205,30.71,2021-12-17 17:39:49.500
206,30.71,2021-12-17 17:39:49.750
207,30.73,2021-12-17 17:39:50.000
208,30.73,2021-12-17 17:39:50.250
209,30.73,2021-12-17 17:39:50.500
210,30.73,2021-12-17 17:39:50.750
211,30.73,2021-12-17 17:39:51.000
212,30.73,2021-12-17 17:39:51.250
213,30.73,2021-12-17 17:39:51.500
214,30.73,2021-12-17 17:39:51.750
215,30.71,2021-12-17 17:39:52.000
216,30.71,2021-12-17 17:39:52.250
217,30.71,2021-12-17 17:39:52.500
218,30.71,2021-12-17 17:39:52.750
219,30.71,2021-12-17 17:39:53.000
220,30.71,2021-12-17 17:39:53.250
221,30.71,2021-12-17 17:39:53.500
222,30.71,2021-12-17 17:39:53.750
223,30.71,2021-12-17 17:39:54.000
224,30.71,2021-12-17 17:39:54.250
225,30.71,2021-12-17 17:39:54.500
226,30.71,2021-12-17 17:39:54.750
227,30.73,2021-12-17 17:39:55.000
228,30.73,2021-12-17 17:39:55.250
229,30.73,2021-12-17 17:39:55.500
230,30.73,2021-12-17 17:39:55.750
231,30.73,2021-12-17 17:39:56.000
232,30.73,2021-12-17 17:39:56.250
233,30.73,2021-12-17 17:39:56.500
234,30.73,2021-12-17 17:39:56.750
235,30.73,2021-12-17 17:39:57.000
236,30.73,2021-12-17 17:39:57.250
237,30.73,2021-12-17 17:39:57.500
238,30.73,2021-12-17 17:39:57.750
239,30.71,2021-12-17 17:39:58.000
240,30.71,2021-12-17 17:39:58.250
241,30.71,2021-12-17 17:39:58.500
242,30.71,2021-12-17 17:39:58.750
243,30.71,2021-12-17 17:39:59.000
244,30.71,2021-12-17 17:39:59.250
245,30.71,2021-12-17 17:39:59.500
246,30.71,2021-12-17 17:39:59.750
247,30.71,2021-12-17 17:40:00.000
248,30.71,2021-12-17 17:40:00.250
249,30.71,2021-12-17 17:40:00.500
250,30.71,2021-12-17 17:40:00.750
251,30.73,2021-12-17 17:40:01.000
252,30.73,2021-12-17 17:40:01.250
253,30.73,2021-12-17 17:40:01.500
254,30.73,2021-12-17 17:40:01.750
255,30.75,2021-12-17 17:40:02.000
256,30.75,2021-12-17 17:40:02.250
257,30.75,2021-12-17 17:40:02.500
258,30.75,2021-12-17 17:40:02.750
259,30.75,2021-12-17 17:40:03.000
260,30.75,2021-12-17 17:40:03.250
261,30.75,2021-12-17 17:40:03.500
262,30.75,2021-12-17 17:40:03.750
263,30.75,2021-12-17 17:40:04.000
264,30.75,2021-12-17 17:40:04.250
265,30.75,2021-12-17 17:40:04.500
266,30.75,2021-12-17 17:40:04.750
267,30.73,2021-12-17 17:40:05.000
268,30.73,2021-12-17 17:40:05.250
269,30.73,2021-12-17 17:40:05.500
270,30.73,2021-12-17 17:40:05.750
271,30.75,2021-12-17 17:40:06.000
272,30.75,2021-12-17 17:40:06.250
273,30.75,2021-12-17 17:40:06.500
274,30.75,2021-12-17 17:40:06.750
275,30.77,2021-12-17 17:40:07.000
276,30.77,2021-12-17 17:40:07.250
277,30.77,2021-12-17 17:40:07.500
278,30.77,2021-12-17 17:40:07.750
279,30.77,2021-12-17 17:40:08.000
280,30.77,2021-12-17 17:40:08.250
281,30.77,2021-12-17 17:40:08.500
282,30.77,2021-12-17 17:40:08.750
283,30.77,2021-12-17 17:40:09.000
284,30.77,2021-12-17 17:40:09.250
285,30.77,2021-12-17 17:40:09.500
286,30.77,2021-12-17 17:40:09.750
287,30.79,2021-12-17 17:40:10.000
288,30.79,2021-12-17 17:40:10.250
289,30.79,2021-12-17 17:40:10.500
290,30.79,2021-12-17 17:40:10.750
291,30.77,2021-12-17 17:40:11.000
292,30.77,2021-12-17 17:40:11.250
293,30.77,2021-12-17 17:40:11.500
294,30.77,2021-12-17 17:40:11.750
295,30.79,2021-12-17 17:40:12.000
296,30.79,2021-12-17 17:40:12.250
297,30.79,2021-12-17 17:40:12.500
298,30.79,2021-12-17 17:40:12.750
299,30.81,2021-12-17 17:40:13.000
300,30.81,2021-12-17 17:40:13.250
301,30.81,2021-12-17 17:40:13.500
302,30.81,2021-12-17 17:40:13.750
303,30.81,2021-12-17 17:40:14.000
304,30.81,2021-12-17 17:40:14.250
305,30.81,2021-12-17 17:40:14.500
306,30.81,2021-12-17 17:40:14.750
307,30.81,2021-12-17 17:40:15.000
308,30.81,2021-12-17 17:40:15.250
309,30.81,2021-12-17 17:40:15.500
310,30.81,2021-12-17 17:40:15.750
311,30.81,2021-12-17 17:40:16.000
312,30.81,2021-12-17 17:40:16.250
313,30.81,2021-12-17 17:40:16.500
314,30.81,2021-12-17 17:40:16.750
315,30.81,2021-12-17 17:40:17.000
316,30.81,2021-12-17 17:40:17.250
317,30.81,2021-12-17 17:40:17.500
318,30.81,2021-12-17 17:40:17.750
319,30.83,2021-12-17 17:40:18.000
320,30.83,2021-12-17 17:40:18.250
321,30.83,2021-12-17 17:40:18.500
322,30.83,2021-12-17 17:40:18.750
323,30.83,2021-12-17 17:40:19.000
324,30.83,2021-12-17 17:40:19.250
325,30.83,2021-12-17 17:40:19.500
326,30.83,2021-12-17 17:40:19.750
327,30.83,2021-12-17 17:40:20.000
328,30.83,2021-12-17 17:40:20.250
329,30.83,2021-12-17 17:40:20.500
330,30.83,2021-12-17 17:40:20.750
331,30.83,2021-12-17 17:40:21.000
332,30.83,2021-12-17 17:40:21.250
333,30.83,2021-12-17 17:40:21.500
334,30.83,2021-12-17 17:40:21.750
335,30.85,2021-12-17 17:40:22.000
336,30.85,2021-12-17 17:40:22.250
337,30.85,2021-12-17 17:40:22.500
338,30.85,2021-12-17 17:40:22.750
339,30.85,2021-12-17 17:40:23.000
340,30.85,2021-12-17 17:40:23.250
341,30.85,2021-12-17 17:40:23.500
342,30.85,2021-12-17 17:40:23.750
343,30.87,2021-12-17 17:40:24.000
344,30.87,2021-12-17 17:40:24.250
345,30.87,2021-12-17 17:40:24.500
346,30.87,2021-12-17 17:40:24.750
347,30.85,2021-12-17 17:40:25.000
348,30.85,2021-12-17 17:40:25.250
349,30.85,2021-12-17 17:40:25.500
350,30.85,2021-12-17 17:40:25.750
351,30.85,2021-12-17 17:40:26.000
352,30.85,2021-12-17 17:40:26.250
353,30.85,2021-12-17 17:40:26.500
354,30.85,2021-12-17 17:40:26.750
355,30.85,2021-12-17 17:40:27.000
356,30.85,2021-12-17 17:40:27.250
357,30.85,2021-12-17 17:40:27.500
358,30.85,2021-12-17 17:40:27.750
359,30.83,2021-12-17 17:40:28.000
360,30.83,2021-12-17 17:40:28.250
361,30.83,2021-12-17 17:40:28.500
362,30.83,2021-12-17 17:40:28.750
363,30.85,2021-12-17 17:40:29.000
364,30.85,2021-12-17 17:40:29.250
365,30.85,2021-12-17 17:40:29.500
366,30.85,2021-12-17 17:40:29.750
367,30.85,2021-12-17 17:40:30.000
368,30.85,2021-12-17 17:40:30.250
369,30.85,2021-12-17 17:40:30.500
370,30.85,2021-12-17 17:40:30.750
371,30.83,2021-12-17 17:40:31.000
372,30.83,2021-12-17 17:40:31.250
373,30.83,2021-12-17 17:40:31.500
374,30.83,2021-12-17 17:40:31.750
375,30.83,2021-12-17 17:40:32.000
376,30.83,2021-12-17 17:40:32.250
377,30.83,2021-12-17 17:40:32.500
378,30.83,2021-12-17 17:40:32.750
379,30.81,2021-12-17 17:40:33.000
380,30.81,2021-12-17 17:40:33.250
381,30.81,2021-12-17 17:40:33.500
382,30.81,2021-12-17 17:40:33.750
383,30.81,2021-12-17 17:40:34.000
384,30.81,2021-12-17 17:40:34.250
385,30.81,2021-12-17 17:40:34.500
386,30.81,2021-12-17 17:40:34.750
387,30.81,2021-12-17 17:40:35.000
388,30.81,2021-12-17 17:40:35.250
389,30.81,2021-12-17 17:40:35.500
390,30.81,2021-12-17 17:40:35.750
391,30.81,2021-12-17 17:40:36.000
392,30.81,2021-12-17 17:40:36.250
393,30.81,2021-12-17 17:40:36.500
394,30.81,2021-12-17 17:40:36.750
395,30.83,2021-12-17 17:40:37.000
396,30.83,2021-12-17 17:40:37.250
397,30.83,2021-12-17 17:40:37.500
398,30.83,2021-12-17 17:40:37.750
399,30.81,2021-12-17 17:40:38.000
400,30.81,2021-12-17 17:40:38.250
401,30.81,2021-12-17 17:40:38.500
402,30.81,2021-12-17 17:40:38.750
403,30.83,2021-12-17 17:40:39.000
404,30.83,2021-12-17 17:40:39.250
405,30.83,2021-12-17 17:40:39.500
406,30.83,2021-12-17 17:40:39.750
407,30.85,2021-12-17 17:40:40.000
408,30.85,2021-12-17 17:40:40.250
409,30.85,2021-12-17 17:40:40.500
410,30.85,2021-12-17 17:40:40.750
411,30.83,2021-12-17 17:40:41.000
412,30.83,2021-12-17 17:40:41.250
413,30.83,2021-12-17 17:40:41.500
414,30.83,2021-12-17 17:40:41.750
415,30.85,2021-12-17 17:40:42.000
416,30.85,2021-12-17 17:40:42.250
417,30.85,2021-12-17 17:40:42.500
418,30.85,2021-12-17 17:40:42.750
419,30.81,2021-12-17 17:40:43.000
420,30.81,2021-12-17 17:40:43.250
421,30.81,2021-12-17 17:40:43.500
422,30.81,2021-12-17 17:40:43.750
423,30.85,2021-12-17 17:40:44.000
424,30.85,2021-12-17 17:40:44.250
425,30.85,2021-12-17 17:40:44.500
426,30.85,2021-12-17 17:40:44.750
427,30.83,2021-12-17 17:40:45.000
428,30.83,2021-12-17 17:40:45.250
429,30.83,2021-12-17 17:40:45.500
430,30.83,2021-12-17 17:40:45.750
431,30.83,2021-12-17 17:40:46.000
432,30.83,2021-12-17 17:40:46.250
433,30.83,2021-12-17 17:40:46.500
434,30.83,2021-12-17 17:40:46.750
435,30.83,2021-12-17 17:40:47.000
436,30.83,2021-12-17 17:40:47.250
437,30.83,2021-12-17 17:40:47.500
438,30.83,2021-12-17 17:40:47.750
439,30.81,2021-12-17 17:40:48.000
440,30.81,2021-12-17 17:40:48.250
441,30.81,2021-12-17 17:40:48.500
442,30.81,2021-12-17 17:40:48.750
443,30.81,2021-12-17 17:40:49.000
444,30.81,2021-12-17 17:40:49.250
445,30.81,2021-12-17 17:40:49.500
446,30.81,2021-12-17 17:40:49.750
447,30.83,2021-12-17 17:40:50.000
448,30.83,2021-12-17 17:40:50.250
449,30.83,2021-12-17 17:40:50.500
450,30.83,2021-12-17 17:40:50.750
451,30.81,2021-12-17 17:40:51.000
452,30.81,2021-12-17 17:40:51.250
453,30.81,2021-12-17 17:40:51.500
454,30.81,2021-12-17 17:40:51.750
455,30.81,2021-12-17 17:40:52.000
456,30.81,2021-12-17 17:40:52.250
457,30.81,2021-12-17 17:40:52.500
458,30.81,2021-12-17 17:40:52.750
459,30.79,2021-12-17 17:40:53.000
460,30.79,2021-12-17 17:40:53.250
461,30.79,2021-12-17 17:40:53.500
462,30.79,2021-12-17 17:40:53.750
463,30.83,2021-12-17 17:40:54.000
464,30.83,2021-12-17 17:40:54.250
465,30.83,2021-12-17 17:40:54.500
466,30.83,2021-12-17 17:40:54.750
467,30.83,2021-12-17 17:40:55.000
468,30.83,2021-12-17 17:40:55.250
469,30.83,2021-12-17 17:40:55.500
470,30.83,2021-12-17 17:40:55.750
471,30.81,2021-12-17 17:40:56.000
472,30.81,2021-12-17 17:40:56.250
473,30.81,2021-12-17 17:40:56.500
474,30.81,2021-12-17 17:40:56.750
475,30.81,2021-12-17 17:40:57.000
476,30.81,2021-12-17 17:40:57.250
477,30.81,2021-12-17 17:40:57.500
478,30.81,2021-12-17 17:40:57.750
479,30.81,2021-12-17 17:40:58.000
480,30.81,2021-12-17 17:40:58.250
481,30.81,2021-12-17 17:40:58.500
482,30.81,2021-12-17 17:40:58.750
483,30.81,2021-12-17 17:40:59.000
484,30.81,2021-12-17 17:40:59.250
485,30.81,2021-12-17 17:40:59.500
486,30.81,2021-12-17 17:40:59.750
487,30.81,2021-12-17 17:41:00.000
488,30.81,2021-12-17 17:41:00.250
489,30.81,2021-12-17 17:41:00.500
490,30.81,2021-12-17 17:41:00.750
491,30.83,2021-12-17 17:41:01.000
492,30.83,2021-12-17 17:41:01.250
493,30.83,2021-12-17 17:41:01.500
494,30.83,2021-12-17 17:41:01.750
495,30.81,2021-12-17 17:41:02.000
496,30.81,2021-12-17 17:41:02.250
497,30.81,2021-12-17 17:41:02.500
498,30.81,2021-12-17 17:41:02.750
499,30.81,2021-12-17 17:41:03.000
500,30.81,2021-12-17 17:41:03.250
501,30.81,2021-12-17 17:41:03.500
502,30.81,2021-12-17 17:41:03.750
503,30.83,2021-12-17 17:41:04.000
504,30.83,2021-12-17 17:41:04.250
505,30.83,2021-12-17 17:41:04.500
506,30.83,2021-12-17 17:41:04.750
507,30.83,2021-12-17 17:41:05.000
508,30.83,2021-12-17 17:41:05.250
509,30.83,2021-12-17 17:41:05.500
510,30.83,2021-12-17 17:41:05.750
511,30.81,2021-12-17 17:41:06.000
512,30.81,2021-12-17 17:41:06.250
513,30.81,2021-12-17 17:41:06.500
514,30.81,2021-12-17 17:41:06.750
515,30.83,2021-12-17 17:41:07.000
516,30.83,2021-12-17 17:41:07.250
517,30.83,2021-12-17 17:41:07.500
518,30.83,2021-12-17 17:41:07.750
519,30.83,2021-12-17 17:41:08.000
520,30.83,2021-12-17 17:41:08.250
521,30.83,2021-12-17 17:41:08.500
522,30.83,2021-12-17 17:41:08.750
523,30.81,2021-12-17 17:41:09.000
524,30.81,2021-12-17 17:41:09.250
525,30.81,2021-12-17 17:41:09.500
526,30.81,2021-12-17 17:41:09.750
527,30.83,2021-12-17 17:41:10.000
528,30.83,2021-12-17 17:41:10.250
529,30.83,2021-12-17 17:41:10.500
530,30.83,2021-12-17 17:41:10.750
531,30.81,2021-12-17 17:41:11.000
532,30.81,2021-12-17 17:41:11.250
533,30.81,2021-12-17 17:41:11.500
534,30.81,2021-12-17 17:41:11.750
535,30.81,2021-12-17 17:41:12.000
536,30.81,2021-12-17 17:41:12.250
537,30.81,2021-12-17 17:41:12.500
538,30.81,2021-12-17 17:41:12.750
539,30.83,2021-12-17 17:41:13.000
540,30.83,2021-12-17 17:41:13.250
541,30.83,2021-12-17 17:41:13.500
542,30.83,2021-12-17 17:41:13.750
543,30.83,2021-12-17 17:41:14.000
544,30.83,2021-12-17 17:41:14.250
545,30.83,2021-12-17 17:41:14.500
546,30.83,2021-12-17 17:41:14.750
547,30.83,2021-12-17 17:41:15.000
548,30.83,2021-12-17 17:41:15.250
549,30.83,2021-12-17 17:41:15.500
550,30.83,2021-12-17 17:41:15.750
551,30.83,2021-12-17 17:41:16.000
552,30.83,2021-12-17 17:41:16.250
553,30.83,2021-12-17 17:41:16.500
554,30.83,2021-12-17 17:41:16.750
555,30.81,2021-12-17 17:41:17.000
556,30.81,2021-12-17 17:41:17.250
557,30.81,2021-12-17 17:41:17.500
558,30.81,2021-12-17 17:41:17.750
559,30.83,2021-12-17 17:41:18.000
560,30.83,2021-12-17 17:41:18.250
561,30.83,2021-12-17 17:41:18.500
562,30.83,2021-12-17 17:41:18.750
563,30.83,2021-12-17 17:41:19.000
564,30.83,2021-12-17 17:41:19.250
565,30.83,2021-12-17 17:41:19.500
566,30.83,2021-12-17 17:41:19.750
567,30.83,2021-12-17 17:41:20.000
568,30.83,2021-12-17 17:41:20.250
569,30.83,2021-12-17 17:41:20.500
570,30.83,2021-12-17 17:41:20.750
571,30.81,2021-12-17 17:41:21.000
572,30.81,2021-12-17 17:41:21.250
573,30.81,2021-12-17 17:41:21.500
574,30.81,2021-12-17 17:41:21.750
575,30.81,2021-12-17 17:41:22.000
576,30.81,2021-12-17 17:41:22.250
577,30.81,2021-12-17 17:41:22.500
578,30.81,2021-12-17 17:41:22.750
579,30.81,2021-12-17 17:41:23.000
580,30.81,2021-12-17 17:41:23.250
581,30.81,2021-12-17 17:41:23.500
582,30.81,2021-12-17 17:41:23.750
583,30.81,2021-12-17 17:41:24.000
584,30.81,2021-12-17 17:41:24.250
585,30.81,2021-12-17 17:41:24.500
586,30.81,2021-12-17 17:41:24.750
587,30.81,2021-12-17 17:41:25.000
588,30.81,2021-12-17 17:41:25.250
589,30.81,2021-12-17 17:41:25.500
590,30.81,2021-12-17 17:41:25.750
591,30.79,2021-12-17 17:41:26.000
592,30.79,2021-12-17 17:41:26.250
593,30.79,2021-12-17 17:41:26.500
594,30.79,2021-12-17 17:41:26.750
595,30.83,2021-12-17 17:41:27.000
596,30.83,2021-12-17 17:41:27.250
597,30.83,2021-12-17 17:41:27.500
598,30.83,2021-12-17 17:41:27.750
599,30.79,2021-12-17 17:41:28.000
600,30.79,2021-12-17 17:41:28.250
601,30.79,2021-12-17 17:41:28.500
602,30.79,2021-12-17 17:41:28.750
603,30.81,2021-12-17 17:41:29.000
604,30.81,2021-12-17 17:41:29.250
605,30.81,2021-12-17 17:41:29.500
606,30.81,2021-12-17 17:41:29.750
607,30.81,2021-12-17 17:41:30.000
608,30.81,2021-12-17 17:41:30.250
609,30.81,2021-12-17 17:41:30.500
610,30.81,2021-12-17 17:41:30.750
611,30.81,2021-12-17 17:41:31.000
612,30.81,2021-12-17 17:41:31.250
613,30.81,2021-12-17 17:41:31.500
614,30.81,2021-12-17 17:41:31.750
615,30.81,2021-12-17 17:41:32.000
616,30.81,2021-12-17 17:41:32.250
617,30.81,2021-12-17 17:41:32.500
618,30.81,2021-12-17 17:41:32.750
619,30.81,2021-12-17 17:41:33.000
620,30.81,2021-12-17 17:41:33.250
621,30.81,2021-12-17 17:41:33.500
622,30.81,2021-12-17 17:41:33.750
623,30.79,2021-12-17 17:41:34.000
624,30.79,2021-12-17 17:41:34.250
625,30.79,2021-12-17 17:41:34.500
626,30.79,2021-12-17 17:41:34.750
627,30.83,2021-12-17 17:41:35.000
628,30.83,2021-12-17 17:41:35.250
629,30.83,2021-12-17 17:41:35.500
630,30.83,2021-12-17 17:41:35.750
631,30.81,2021-12-17 17:41:36.000
632,30.81,2021-12-17 17:41:36.250
633,30.81,2021-12-17 17:41:36.500
634,30.81,2021-12-17 17:41:36.750
635,30.79,2021-12-17 17:41:37.000
636,30.79,2021-12-17 17:41:37.250
637,30.79,2021-12-17 17:41:37.500
638,30.79,2021-12-17 17:41:37.750
639,30.81,2021-12-17 17:41:38.000
640,30.81,2021-12-17 17:41:38.250
641,30.81,2021-12-17 17:41:38.500
642,30.81,2021-12-17 17:41:38.750
643,30.83,2021-12-17 17:41:39.000
644,30.83,2021-12-17 17:41:39.250
645,30.83,2021-12-17 17:41:39.500
646,30.83,2021-12-17 17:41:39.750
647,30.81,2021-12-17 17:41:40.000
648,30.81,2021-12-17 17:41:40.250
649,30.81,2021-12-17 17:41:40.500
650,30.81,2021-12-17 17:41:40.750
651,30.83,2021-12-17 17:41:41.000
652,30.83,2021-12-17 17:41:41.250
653,30.83,2021-12-17 17:41:41.500
654,30.83,2021-12-17 17:41:41.750
655,30.83,2021-12-17 17:41:42.000
656,30.83,2021-12-17 17:41:42.250
657,30.83,2021-12-17 17:41:42.500
658,30.83,2021-12-17 17:41:42.750
659,30.87,2021-12-17 17:41:43.000
660,30.87,2021-12-17 17:41:43.250
661,30.87,2021-12-17 17:41:43.500
662,30.87,2021-12-17 17:41:43.750
663,30.85,2021-12-17 17:41:44.000
664,30.85,2021-12-17 17:41:44.250
