,EDA,time
91,0.216812,2021-12-17 17:46:47.000
92,0.218093,2021-12-17 17:46:47.250
93,0.21553,2021-12-17 17:46:47.500
94,0.218093,2021-12-17 17:46:47.750
95,0.218093,2021-12-17 17:46:48.000
96,0.218093,2021-12-17 17:46:48.250
97,0.212968,2021-12-17 17:46:48.500
98,0.218093,2021-12-17 17:46:48.750
99,0.218093,2021-12-17 17:46:49.000
100,0.219374,2021-12-17 17:46:49.250
101,0.219374,2021-12-17 17:46:49.500
102,0.221937,2021-12-17 17:46:49.750
103,0.220656,2021-12-17 17:46:50.000
104,0.221937,2021-12-17 17:46:50.250
105,0.223218,2021-12-17 17:46:50.500
106,0.225781,2021-12-17 17:46:50.750
107,0.225781,2021-12-17 17:46:51.000
108,0.227062,2021-12-17 17:46:51.250
109,0.227062,2021-12-17 17:46:51.500
110,0.225781,2021-12-17 17:46:51.750
111,0.225781,2021-12-17 17:46:52.000
112,0.2245,2021-12-17 17:46:52.250
113,0.225781,2021-12-17 17:46:52.500
114,0.2245,2021-12-17 17:46:52.750
115,0.223218,2021-12-17 17:46:53.000
116,0.225781,2021-12-17 17:46:53.250
117,0.221937,2021-12-17 17:46:53.500
118,0.221937,2021-12-17 17:46:53.750
119,0.225781,2021-12-17 17:46:54.000
120,0.220656,2021-12-17 17:46:54.250
121,0.220656,2021-12-17 17:46:54.500
122,0.220656,2021-12-17 17:46:54.750
123,0.221937,2021-12-17 17:46:55.000
124,0.221937,2021-12-17 17:46:55.250
125,0.220656,2021-12-17 17:46:55.500
126,0.218093,2021-12-17 17:46:55.750
127,0.219374,2021-12-17 17:46:56.000
128,0.219374,2021-12-17 17:46:56.250
129,0.218093,2021-12-17 17:46:56.500
130,0.220656,2021-12-17 17:46:56.750
131,0.220656,2021-12-17 17:46:57.000
132,0.216812,2021-12-17 17:46:57.250
133,0.220656,2021-12-17 17:46:57.500
134,0.220656,2021-12-17 17:46:57.750
135,0.220656,2021-12-17 17:46:58.000
136,0.221937,2021-12-17 17:46:58.250
137,0.2245,2021-12-17 17:46:58.500
138,0.223218,2021-12-17 17:46:58.750
139,0.2245,2021-12-17 17:46:59.000
140,0.225781,2021-12-17 17:46:59.250
141,0.225781,2021-12-17 17:46:59.500
142,0.228344,2021-12-17 17:46:59.750
143,0.228344,2021-12-17 17:47:00.000
144,0.229625,2021-12-17 17:47:00.250
145,0.230906,2021-12-17 17:47:00.500
146,0.232188,2021-12-17 17:47:00.750
147,0.229625,2021-12-17 17:47:01.000
148,0.230906,2021-12-17 17:47:01.250
149,0.228344,2021-12-17 17:47:01.500
150,0.227062,2021-12-17 17:47:01.750
151,0.225781,2021-12-17 17:47:02.000
152,0.225781,2021-12-17 17:47:02.250
153,0.221937,2021-12-17 17:47:02.500
154,0.219374,2021-12-17 17:47:02.750
155,0.221937,2021-12-17 17:47:03.000
156,0.219374,2021-12-17 17:47:03.250
157,0.219374,2021-12-17 17:47:03.500
158,0.218093,2021-12-17 17:47:03.750
159,0.21553,2021-12-17 17:47:04.000
160,0.218093,2021-12-17 17:47:04.250
161,0.216812,2021-12-17 17:47:04.500
162,0.216812,2021-12-17 17:47:04.750
163,0.216812,2021-12-17 17:47:05.000
164,0.218093,2021-12-17 17:47:05.250
165,0.21553,2021-12-17 17:47:05.500
166,0.216812,2021-12-17 17:47:05.750
167,0.216812,2021-12-17 17:47:06.000
168,0.216812,2021-12-17 17:47:06.250
169,0.218093,2021-12-17 17:47:06.500
170,0.21553,2021-12-17 17:47:06.750
171,0.214249,2021-12-17 17:47:07.000
172,0.21553,2021-12-17 17:47:07.250
173,0.214249,2021-12-17 17:47:07.500
174,0.212968,2021-12-17 17:47:07.750
175,0.211686,2021-12-17 17:47:08.000
176,0.214249,2021-12-17 17:47:08.250
177,0.218093,2021-12-17 17:47:08.500
178,0.212968,2021-12-17 17:47:08.750
179,0.210405,2021-12-17 17:47:09.000
180,0.216812,2021-12-17 17:47:09.250
181,0.220656,2021-12-17 17:47:09.500
182,0.216812,2021-12-17 17:47:09.750
183,0.211686,2021-12-17 17:47:10.000
184,0.21553,2021-12-17 17:47:10.250
185,0.219374,2021-12-17 17:47:10.500
186,0.216812,2021-12-17 17:47:10.750
187,0.21553,2021-12-17 17:47:11.000
188,0.21553,2021-12-17 17:47:11.250
189,0.214249,2021-12-17 17:47:11.500
190,0.214249,2021-12-17 17:47:11.750
191,0.212968,2021-12-17 17:47:12.000
192,0.211686,2021-12-17 17:47:12.250
193,0.211686,2021-12-17 17:47:12.500
194,0.211686,2021-12-17 17:47:12.750
195,0.214249,2021-12-17 17:47:13.000
196,0.211686,2021-12-17 17:47:13.250
197,0.210405,2021-12-17 17:47:13.500
198,0.209124,2021-12-17 17:47:13.750
199,0.210405,2021-12-17 17:47:14.000
200,0.203999,2021-12-17 17:47:14.250
201,0.203999,2021-12-17 17:47:14.500
202,0.20528,2021-12-17 17:47:14.750
203,0.203999,2021-12-17 17:47:15.000
204,0.20528,2021-12-17 17:47:15.250
205,0.203999,2021-12-17 17:47:15.500
206,0.206561,2021-12-17 17:47:15.750
207,0.210405,2021-12-17 17:47:16.000
208,0.214249,2021-12-17 17:47:16.250
209,0.210405,2021-12-17 17:47:16.500
210,0.209124,2021-12-17 17:47:16.750
211,0.20528,2021-12-17 17:47:17.000
212,0.206561,2021-12-17 17:47:17.250
213,0.220656,2021-12-17 17:47:17.500
214,0.225781,2021-12-17 17:47:17.750
215,0.225781,2021-12-17 17:47:18.000
216,0.227062,2021-12-17 17:47:18.250
217,0.228344,2021-12-17 17:47:18.500
218,0.225781,2021-12-17 17:47:18.750
219,0.225781,2021-12-17 17:47:19.000
220,0.236032,2021-12-17 17:47:19.250
221,0.246282,2021-12-17 17:47:19.500
222,0.246282,2021-12-17 17:47:19.750
223,0.251408,2021-12-17 17:47:20.000
224,0.259096,2021-12-17 17:47:20.250
225,0.261658,2021-12-17 17:47:20.500
226,0.260377,2021-12-17 17:47:20.750
227,0.270628,2021-12-17 17:47:21.000
228,0.271909,2021-12-17 17:47:21.250
229,0.271909,2021-12-17 17:47:21.500
230,0.274472,2021-12-17 17:47:21.750
231,0.271909,2021-12-17 17:47:22.000
232,0.268065,2021-12-17 17:47:22.250
233,0.268065,2021-12-17 17:47:22.500
234,0.269346,2021-12-17 17:47:22.750
235,0.268065,2021-12-17 17:47:23.000
236,0.268065,2021-12-17 17:47:23.250
237,0.269346,2021-12-17 17:47:23.500
238,0.268065,2021-12-17 17:47:23.750
239,0.270628,2021-12-17 17:47:24.000
240,0.271909,2021-12-17 17:47:24.250
241,0.271909,2021-12-17 17:47:24.500
242,0.271909,2021-12-17 17:47:24.750
243,0.278316,2021-12-17 17:47:25.000
244,0.275753,2021-12-17 17:47:25.250
245,0.283441,2021-12-17 17:47:25.500
246,0.280878,2021-12-17 17:47:25.750
247,0.280878,2021-12-17 17:47:26.000
248,0.280878,2021-12-17 17:47:26.250
249,0.277034,2021-12-17 17:47:26.500
250,0.271909,2021-12-17 17:47:26.750
251,0.266784,2021-12-17 17:47:27.000
252,0.264221,2021-12-17 17:47:27.250
253,0.264221,2021-12-17 17:47:27.500
254,0.265502,2021-12-17 17:47:27.750
255,0.261658,2021-12-17 17:47:28.000
256,0.261658,2021-12-17 17:47:28.250
257,0.26294,2021-12-17 17:47:28.500
258,0.259096,2021-12-17 17:47:28.750
259,0.256533,2021-12-17 17:47:29.000
260,0.256533,2021-12-17 17:47:29.250
261,0.255252,2021-12-17 17:47:29.500
262,0.25397,2021-12-17 17:47:29.750
263,0.25397,2021-12-17 17:47:30.000
264,0.251408,2021-12-17 17:47:30.250
265,0.250126,2021-12-17 17:47:30.500
266,0.248845,2021-12-17 17:47:30.750
267,0.250126,2021-12-17 17:47:31.000
268,0.250126,2021-12-17 17:47:31.250
269,0.250126,2021-12-17 17:47:31.500
270,0.247564,2021-12-17 17:47:31.750
271,0.247564,2021-12-17 17:47:32.000
272,0.245001,2021-12-17 17:47:32.250
273,0.247564,2021-12-17 17:47:32.500
274,0.245001,2021-12-17 17:47:32.750
275,0.246282,2021-12-17 17:47:33.000
276,0.24372,2021-12-17 17:47:33.250
277,0.24372,2021-12-17 17:47:33.500
278,0.247564,2021-12-17 17:47:33.750
279,0.245001,2021-12-17 17:47:34.000
280,0.248845,2021-12-17 17:47:34.250
281,0.247564,2021-12-17 17:47:34.500
282,0.24372,2021-12-17 17:47:34.750
283,0.24372,2021-12-17 17:47:35.000
284,0.242438,2021-12-17 17:47:35.250
285,0.24372,2021-12-17 17:47:35.500
286,0.238594,2021-12-17 17:47:35.750
287,0.242438,2021-12-17 17:47:36.000
288,0.239876,2021-12-17 17:47:36.250
289,0.241157,2021-12-17 17:47:36.500
290,0.239876,2021-12-17 17:47:36.750
291,0.239876,2021-12-17 17:47:37.000
292,0.242438,2021-12-17 17:47:37.250
293,0.242438,2021-12-17 17:47:37.500
294,0.242438,2021-12-17 17:47:37.750
295,0.245001,2021-12-17 17:47:38.000
296,0.242438,2021-12-17 17:47:38.250
297,0.24372,2021-12-17 17:47:38.500
298,0.245001,2021-12-17 17:47:38.750
299,0.245001,2021-12-17 17:47:39.000
300,0.24372,2021-12-17 17:47:39.250
301,0.245001,2021-12-17 17:47:39.500
302,0.241157,2021-12-17 17:47:39.750
303,0.242438,2021-12-17 17:47:40.000
304,0.24372,2021-12-17 17:47:40.250
305,0.24372,2021-12-17 17:47:40.500
306,0.241157,2021-12-17 17:47:40.750
307,0.241157,2021-12-17 17:47:41.000
308,0.238594,2021-12-17 17:47:41.250
309,0.239876,2021-12-17 17:47:41.500
310,0.239876,2021-12-17 17:47:41.750
311,0.238594,2021-12-17 17:47:42.000
312,0.236032,2021-12-17 17:47:42.250
313,0.238594,2021-12-17 17:47:42.500
314,0.237313,2021-12-17 17:47:42.750
315,0.236032,2021-12-17 17:47:43.000
316,0.23475,2021-12-17 17:47:43.250
317,0.23475,2021-12-17 17:47:43.500
318,0.236032,2021-12-17 17:47:43.750
319,0.233469,2021-12-17 17:47:44.000
320,0.232188,2021-12-17 17:47:44.250
321,0.233469,2021-12-17 17:47:44.500
322,0.236032,2021-12-17 17:47:44.750
323,0.23475,2021-12-17 17:47:45.000
324,0.232188,2021-12-17 17:47:45.250
325,0.233469,2021-12-17 17:47:45.500
326,0.232188,2021-12-17 17:47:45.750
327,0.236032,2021-12-17 17:47:46.000
328,0.23475,2021-12-17 17:47:46.250
329,0.23475,2021-12-17 17:47:46.500
330,0.237313,2021-12-17 17:47:46.750
331,0.237313,2021-12-17 17:47:47.000
332,0.23475,2021-12-17 17:47:47.250
333,0.237313,2021-12-17 17:47:47.500
334,0.236032,2021-12-17 17:47:47.750
335,0.233469,2021-12-17 17:47:48.000
336,0.233469,2021-12-17 17:47:48.250
337,0.23475,2021-12-17 17:47:48.500
338,0.241157,2021-12-17 17:47:48.750
339,0.242438,2021-12-17 17:47:49.000
340,0.242438,2021-12-17 17:47:49.250
341,0.237313,2021-12-17 17:47:49.500
342,0.241157,2021-12-17 17:47:49.750
343,0.239876,2021-12-17 17:47:50.000
344,0.238594,2021-12-17 17:47:50.250
345,0.242438,2021-12-17 17:47:50.500
346,0.24372,2021-12-17 17:47:50.750
347,0.24372,2021-12-17 17:47:51.000
348,0.24372,2021-12-17 17:47:51.250
349,0.247564,2021-12-17 17:47:51.500
350,0.248845,2021-12-17 17:47:51.750
351,0.24372,2021-12-17 17:47:52.000
352,0.246282,2021-12-17 17:47:52.250
353,0.24372,2021-12-17 17:47:52.500
354,0.23475,2021-12-17 17:47:52.750
355,0.232188,2021-12-17 17:47:53.000
356,0.221937,2021-12-17 17:47:53.250
357,0.216812,2021-12-17 17:47:53.500
358,0.210405,2021-12-17 17:47:53.750
359,0.207842,2021-12-17 17:47:54.000
360,0.206561,2021-12-17 17:47:54.250
361,0.207842,2021-12-17 17:47:54.500
362,0.20528,2021-12-17 17:47:54.750
363,0.20528,2021-12-17 17:47:55.000
364,0.206561,2021-12-17 17:47:55.250
365,0.202717,2021-12-17 17:47:55.500
366,0.206561,2021-12-17 17:47:55.750
367,0.209124,2021-12-17 17:47:56.000
368,0.203999,2021-12-17 17:47:56.250
369,0.207842,2021-12-17 17:47:56.500
370,0.207842,2021-12-17 17:47:56.750
371,0.20528,2021-12-17 17:47:57.000
372,0.202717,2021-12-17 17:47:57.250
373,0.201436,2021-12-17 17:47:57.500
374,0.198873,2021-12-17 17:47:57.750
375,0.202717,2021-12-17 17:47:58.000
376,0.198873,2021-12-17 17:47:58.250
377,0.198873,2021-12-17 17:47:58.500
378,0.200155,2021-12-17 17:47:58.750
379,0.197592,2021-12-17 17:47:59.000
380,0.198873,2021-12-17 17:47:59.250
381,0.195029,2021-12-17 17:47:59.500
382,0.195029,2021-12-17 17:47:59.750
383,0.195029,2021-12-17 17:48:00.000
384,0.195029,2021-12-17 17:48:00.250
385,0.191185,2021-12-17 17:48:00.500
386,0.195029,2021-12-17 17:48:00.750
387,0.196311,2021-12-17 17:48:01.000
388,0.196311,2021-12-17 17:48:01.250
389,0.203999,2021-12-17 17:48:01.500
390,0.202717,2021-12-17 17:48:01.750
391,0.20528,2021-12-17 17:48:02.000
392,0.206561,2021-12-17 17:48:02.250
393,0.206561,2021-12-17 17:48:02.500
394,0.207842,2021-12-17 17:48:02.750
395,0.20528,2021-12-17 17:48:03.000
396,0.20528,2021-12-17 17:48:03.250
397,0.201436,2021-12-17 17:48:03.500
398,0.198873,2021-12-17 17:48:03.750
399,0.197592,2021-12-17 17:48:04.000
400,0.196311,2021-12-17 17:48:04.250
401,0.197592,2021-12-17 17:48:04.500
402,0.193748,2021-12-17 17:48:04.750
403,0.195029,2021-12-17 17:48:05.000
404,0.193748,2021-12-17 17:48:05.250
405,0.188623,2021-12-17 17:48:05.500
406,0.191185,2021-12-17 17:48:05.750
407,0.192467,2021-12-17 17:48:06.000
408,0.191185,2021-12-17 17:48:06.250
409,0.189904,2021-12-17 17:48:06.500
410,0.189904,2021-12-17 17:48:06.750
411,0.188623,2021-12-17 17:48:07.000
412,0.188623,2021-12-17 17:48:07.250
413,0.187341,2021-12-17 17:48:07.500
414,0.188623,2021-12-17 17:48:07.750
415,0.189904,2021-12-17 17:48:08.000
416,0.187341,2021-12-17 17:48:08.250
417,0.188623,2021-12-17 17:48:08.500
418,0.189904,2021-12-17 17:48:08.750
419,0.189904,2021-12-17 17:48:09.000
420,0.188623,2021-12-17 17:48:09.250
421,0.18606,2021-12-17 17:48:09.500
422,0.183497,2021-12-17 17:48:09.750
423,0.187341,2021-12-17 17:48:10.000
424,0.18606,2021-12-17 17:48:10.250
425,0.178372,2021-12-17 17:48:10.500
426,0.173247,2021-12-17 17:48:10.750
427,0.162996,2021-12-17 17:48:11.000
428,0.164277,2021-12-17 17:48:11.250
429,0.159152,2021-12-17 17:48:11.500
430,0.161715,2021-12-17 17:48:11.750
431,0.157871,2021-12-17 17:48:12.000
432,0.160433,2021-12-17 17:48:12.250
433,0.162996,2021-12-17 17:48:12.500
434,0.157871,2021-12-17 17:48:12.750
435,0.157871,2021-12-17 17:48:13.000
436,0.152745,2021-12-17 17:48:13.250
437,0.150183,2021-12-17 17:48:13.500
438,0.148901,2021-12-17 17:48:13.750
439,0.148901,2021-12-17 17:48:14.000
440,0.145057,2021-12-17 17:48:14.250
441,0.14762,2021-12-17 17:48:14.500
442,0.146339,2021-12-17 17:48:14.750
443,0.14762,2021-12-17 17:48:15.000
444,0.145057,2021-12-17 17:48:15.250
445,0.145057,2021-12-17 17:48:15.500
446,0.145057,2021-12-17 17:48:15.750
447,0.145057,2021-12-17 17:48:16.000
448,0.145057,2021-12-17 17:48:16.250
449,0.143776,2021-12-17 17:48:16.500
450,0.138651,2021-12-17 17:48:16.750
451,0.137369,2021-12-17 17:48:17.000
452,0.137369,2021-12-17 17:48:17.250
453,0.137369,2021-12-17 17:48:17.500
454,0.134807,2021-12-17 17:48:17.750
455,0.127119,2021-12-17 17:48:18.000
456,0.123275,2021-12-17 17:48:18.250
457,0.113024,2021-12-17 17:48:18.500
458,0.102773,2021-12-17 17:48:18.750
459,0.100211,2021-12-17 17:48:19.000
460,0.100211,2021-12-17 17:48:19.250
461,0.101492,2021-12-17 17:48:19.500
462,0.101492,2021-12-17 17:48:19.750
463,0.111743,2021-12-17 17:48:20.000
464,0.120712,2021-12-17 17:48:20.250
465,0.123275,2021-12-17 17:48:20.500
466,0.124556,2021-12-17 17:48:20.750
467,0.127119,2021-12-17 17:48:21.000
468,0.124556,2021-12-17 17:48:21.250
469,0.121993,2021-12-17 17:48:21.500
470,0.123275,2021-12-17 17:48:21.750
471,0.121993,2021-12-17 17:48:22.000
472,0.125837,2021-12-17 17:48:22.250
473,0.125837,2021-12-17 17:48:22.500
474,0.125837,2021-12-17 17:48:22.750
475,0.125837,2021-12-17 17:48:23.000
476,0.129681,2021-12-17 17:48:23.250
477,0.127119,2021-12-17 17:48:23.500
478,0.129681,2021-12-17 17:48:23.750
479,0.129681,2021-12-17 17:48:24.000
480,0.127119,2021-12-17 17:48:24.250
481,0.127119,2021-12-17 17:48:24.500
482,0.125837,2021-12-17 17:48:24.750
483,0.125837,2021-12-17 17:48:25.000
484,0.125837,2021-12-17 17:48:25.250
485,0.125837,2021-12-17 17:48:25.500
486,0.123275,2021-12-17 17:48:25.750
487,0.124556,2021-12-17 17:48:26.000
488,0.120712,2021-12-17 17:48:26.250
489,0.097648,2021-12-17 17:48:26.500
490,0.097648,2021-12-17 17:48:26.750
491,0.08996,2021-12-17 17:48:27.000
492,0.08996,2021-12-17 17:48:27.250
493,0.091241,2021-12-17 17:48:27.500
494,0.092523,2021-12-17 17:48:27.750
495,0.087397,2021-12-17 17:48:28.000
496,0.092523,2021-12-17 17:48:28.250
497,0.092523,2021-12-17 17:48:28.500
498,0.091241,2021-12-17 17:48:28.750
499,0.096367,2021-12-17 17:48:29.000
500,0.100211,2021-12-17 17:48:29.250
501,0.102773,2021-12-17 17:48:29.500
502,0.102773,2021-12-17 17:48:29.750
503,0.130963,2021-12-17 17:48:30.000
504,0.180935,2021-12-17 17:48:30.250
505,0.201436,2021-12-17 17:48:30.500
506,0.200155,2021-12-17 17:48:30.750
507,0.202717,2021-12-17 17:48:31.000
508,0.201436,2021-12-17 17:48:31.250
509,0.170684,2021-12-17 17:48:31.500
510,0.139932,2021-12-17 17:48:31.750
511,0.143776,2021-12-17 17:48:32.000
512,0.170684,2021-12-17 17:48:32.250
513,0.150183,2021-12-17 17:48:32.500
514,0.136088,2021-12-17 17:48:32.750
515,0.119431,2021-12-17 17:48:33.000
516,0.143776,2021-12-17 17:48:33.250
517,0.165559,2021-12-17 17:48:33.500
518,0.124556,2021-12-17 17:48:33.750
519,0.106617,2021-12-17 17:48:34.000
520,0.096367,2021-12-17 17:48:34.250
521,0.097648,2021-12-17 17:48:34.500
522,0.101492,2021-12-17 17:48:34.750
523,0.104055,2021-12-17 17:48:35.000
524,0.111743,2021-12-17 17:48:35.250
525,0.116868,2021-12-17 17:48:35.500
526,0.119431,2021-12-17 17:48:35.750
527,0.119431,2021-12-17 17:48:36.000
528,0.120712,2021-12-17 17:48:36.250
529,0.115587,2021-12-17 17:48:36.500
530,0.118149,2021-12-17 17:48:36.750
531,0.119431,2021-12-17 17:48:37.000
532,0.115587,2021-12-17 17:48:37.250
533,0.115587,2021-12-17 17:48:37.500
534,0.119431,2021-12-17 17:48:37.750
535,0.115587,2021-12-17 17:48:38.000
536,0.119431,2021-12-17 17:48:38.250
537,0.116868,2021-12-17 17:48:38.500
538,0.116868,2021-12-17 17:48:38.750
539,0.116868,2021-12-17 17:48:39.000
540,0.114305,2021-12-17 17:48:39.250
541,0.115587,2021-12-17 17:48:39.500
542,0.116868,2021-12-17 17:48:39.750
543,0.115587,2021-12-17 17:48:40.000
544,0.115587,2021-12-17 17:48:40.250
545,0.116868,2021-12-17 17:48:40.500
546,0.116868,2021-12-17 17:48:40.750
547,0.114305,2021-12-17 17:48:41.000
548,0.116868,2021-12-17 17:48:41.250
549,0.113024,2021-12-17 17:48:41.500
550,0.113024,2021-12-17 17:48:41.750
551,0.116868,2021-12-17 17:48:42.000
552,0.113024,2021-12-17 17:48:42.250
553,0.114305,2021-12-17 17:48:42.500
554,0.115587,2021-12-17 17:48:42.750
555,0.111743,2021-12-17 17:48:43.000
556,0.114305,2021-12-17 17:48:43.250
557,0.114305,2021-12-17 17:48:43.500
558,0.113024,2021-12-17 17:48:43.750
559,0.111743,2021-12-17 17:48:44.000
560,0.111743,2021-12-17 17:48:44.250
561,0.114305,2021-12-17 17:48:44.500
562,0.114305,2021-12-17 17:48:44.750
563,0.118149,2021-12-17 17:48:45.000
564,0.120712,2021-12-17 17:48:45.250
565,0.121993,2021-12-17 17:48:45.500
566,0.121993,2021-12-17 17:48:45.750
567,0.121993,2021-12-17 17:48:46.000
568,0.124556,2021-12-17 17:48:46.250
569,0.125837,2021-12-17 17:48:46.500
570,0.124556,2021-12-17 17:48:46.750
571,0.127119,2021-12-17 17:48:47.000
572,0.127119,2021-12-17 17:48:47.250
573,0.130963,2021-12-17 17:48:47.500
574,0.133525,2021-12-17 17:48:47.750
575,0.134807,2021-12-17 17:48:48.000
576,0.136088,2021-12-17 17:48:48.250
577,0.136088,2021-12-17 17:48:48.500
578,0.138651,2021-12-17 17:48:48.750
579,0.142495,2021-12-17 17:48:49.000
580,0.141213,2021-12-17 17:48:49.250
581,0.145057,2021-12-17 17:48:49.500
582,0.142495,2021-12-17 17:48:49.750
583,0.142495,2021-12-17 17:48:50.000
584,0.141213,2021-12-17 17:48:50.250
585,0.143776,2021-12-17 17:48:50.500
586,0.145057,2021-12-17 17:48:50.750
587,0.141213,2021-12-17 17:48:51.000
588,0.142495,2021-12-17 17:48:51.250
589,0.143776,2021-12-17 17:48:51.500
590,0.143776,2021-12-17 17:48:51.750
591,0.143776,2021-12-17 17:48:52.000
592,0.143776,2021-12-17 17:48:52.250
593,0.139932,2021-12-17 17:48:52.500
594,0.141213,2021-12-17 17:48:52.750
595,0.139932,2021-12-17 17:48:53.000
596,0.141213,2021-12-17 17:48:53.250
597,0.142495,2021-12-17 17:48:53.500
598,0.142495,2021-12-17 17:48:53.750
599,0.143776,2021-12-17 17:48:54.000
600,0.150183,2021-12-17 17:48:54.250
601,0.151464,2021-12-17 17:48:54.500
602,0.151464,2021-12-17 17:48:54.750
603,0.152745,2021-12-17 17:48:55.000
604,0.150183,2021-12-17 17:48:55.250
605,0.150183,2021-12-17 17:48:55.500
606,0.152745,2021-12-17 17:48:55.750
607,0.145057,2021-12-17 17:48:56.000
608,0.138651,2021-12-17 17:48:56.250
609,0.139932,2021-12-17 17:48:56.500
610,0.138651,2021-12-17 17:48:56.750
611,0.139932,2021-12-17 17:48:57.000
612,0.139932,2021-12-17 17:48:57.250
613,0.138651,2021-12-17 17:48:57.500
614,0.137369,2021-12-17 17:48:57.750
615,0.137369,2021-12-17 17:48:58.000
616,0.141213,2021-12-17 17:48:58.250
617,0.142495,2021-12-17 17:48:58.500
618,0.141213,2021-12-17 17:48:58.750
619,0.141213,2021-12-17 17:48:59.000
620,0.142495,2021-12-17 17:48:59.250
621,0.145057,2021-12-17 17:48:59.500
622,0.143776,2021-12-17 17:48:59.750
623,0.14762,2021-12-17 17:49:00.000
624,0.150183,2021-12-17 17:49:00.250
625,0.150183,2021-12-17 17:49:00.500
626,0.154027,2021-12-17 17:49:00.750
627,0.155308,2021-12-17 17:49:01.000
628,0.156589,2021-12-17 17:49:01.250
629,0.159152,2021-12-17 17:49:01.500
630,0.160433,2021-12-17 17:49:01.750
631,0.159152,2021-12-17 17:49:02.000
632,0.160433,2021-12-17 17:49:02.250
633,0.159152,2021-12-17 17:49:02.500
634,0.157871,2021-12-17 17:49:02.750
