,BVP,time
232,-140.43,2021-12-17 17:46:27.796875
233,-115.06,2021-12-17 17:46:27.812500
234,-83.41,2021-12-17 17:46:27.828125
235,-47.53,2021-12-17 17:46:27.843750
236,-11.76,2021-12-17 17:46:27.859375
237,18.96,2021-12-17 17:46:27.875000
238,41.17,2021-12-17 17:46:27.890625
239,54.57,2021-12-17 17:46:27.906250
240,61.83,2021-12-17 17:46:27.921875
241,66.81,2021-12-17 17:46:27.937500
242,72.16,2021-12-17 17:46:27.953125
243,78.02,2021-12-17 17:46:27.968750
244,82.47,2021-12-17 17:46:27.984375
245,83.38,2021-12-17 17:46:28.000000
246,80.4,2021-12-17 17:46:28.015625
247,75.32,2021-12-17 17:46:28.031250
248,71.17,2021-12-17 17:46:28.046875
249,70.13,2021-12-17 17:46:28.062500
250,72.47,2021-12-17 17:46:28.078125
251,76.4,2021-12-17 17:46:28.093750
252,79.65,2021-12-17 17:46:28.109375
253,81.15,2021-12-17 17:46:28.125000
254,81.96,2021-12-17 17:46:28.140625
255,84.68,2021-12-17 17:46:28.156250
256,91.69,2021-12-17 17:46:28.171875
257,103.84,2021-12-17 17:46:28.187500
258,119.94,2021-12-17 17:46:28.203125
259,137.77,2021-12-17 17:46:28.218750
260,155.26,2021-12-17 17:46:28.234375
261,171.29,2021-12-17 17:46:28.250000
262,185.55,2021-12-17 17:46:28.265625
263,198.05,2021-12-17 17:46:28.281250
264,208.67,2021-12-17 17:46:28.296875
265,217.19,2021-12-17 17:46:28.312500
266,223.49,2021-12-17 17:46:28.328125
267,227.68,2021-12-17 17:46:28.343750
268,229.84,2021-12-17 17:46:28.359375
269,229.82,2021-12-17 17:46:28.375000
270,227.26,2021-12-17 17:46:28.390625
271,221.93,2021-12-17 17:46:28.406250
272,214.2,2021-12-17 17:46:28.421875
273,205.4,2021-12-17 17:46:28.437500
274,197.42,2021-12-17 17:46:28.453125
275,191.98,2021-12-17 17:46:28.468750
276,189.84,2021-12-17 17:46:28.484375
277,190.29,2021-12-17 17:46:28.500000
278,191.4,2021-12-17 17:46:28.515625
279,190.67,2021-12-17 17:46:28.531250
280,186.0,2021-12-17 17:46:28.546875
281,176.26,2021-12-17 17:46:28.562500
282,161.43,2021-12-17 17:46:28.578125
283,142.24,2021-12-17 17:46:28.593750
284,119.4,2021-12-17 17:46:28.609375
285,93.17,2021-12-17 17:46:28.625000
286,63.04,2021-12-17 17:46:28.640625
287,28.11,2021-12-17 17:46:28.656250
288,-12.52,2021-12-17 17:46:28.671875
289,-59.09,2021-12-17 17:46:28.687500
290,-110.71,2021-12-17 17:46:28.703125
291,-165.47,2021-12-17 17:46:28.718750
292,-220.91,2021-12-17 17:46:28.734375
293,-274.58,2021-12-17 17:46:28.750000
294,-324.72,2021-12-17 17:46:28.765625
295,-370.59,2021-12-17 17:46:28.781250
296,-412.16,2021-12-17 17:46:28.796875
297,-449.98,2021-12-17 17:46:28.812500
298,-485.0,2021-12-17 17:46:28.828125
299,-518.07,2021-12-17 17:46:28.843750
300,-549.56,2021-12-17 17:46:28.859375
301,-578.26,2021-12-17 17:46:28.875000
302,-600.49,2021-12-17 17:46:28.890625
303,-610.19,2021-12-17 17:46:28.906250
304,-600.47,2021-12-17 17:46:28.921875
305,-566.16,2021-12-17 17:46:28.937500
306,-506.41,2021-12-17 17:46:28.953125
307,-425.84,2021-12-17 17:46:28.968750
308,-333.32,2021-12-17 17:46:28.984375
309,-239.1,2021-12-17 17:46:29.000000
310,-151.25,2021-12-17 17:46:29.015625
311,-73.93,2021-12-17 17:46:29.031250
312,-7.41,2021-12-17 17:46:29.046875
313,49.93,2021-12-17 17:46:29.062500
314,99.72,2021-12-17 17:46:29.078125
315,142.68,2021-12-17 17:46:29.093750
316,178.98,2021-12-17 17:46:29.109375
317,209.51,2021-12-17 17:46:29.125000
318,236.24,2021-12-17 17:46:29.140625
319,261.7,2021-12-17 17:46:29.156250
320,287.6,2021-12-17 17:46:29.171875
321,313.55,2021-12-17 17:46:29.187500
322,336.69,2021-12-17 17:46:29.203125
323,352.41,2021-12-17 17:46:29.218750
324,355.58,2021-12-17 17:46:29.234375
325,341.96,2021-12-17 17:46:29.250000
326,309.44,2021-12-17 17:46:29.265625
327,258.48,2021-12-17 17:46:29.281250
328,192.34,2021-12-17 17:46:29.296875
329,116.49,2021-12-17 17:46:29.312500
330,37.52,2021-12-17 17:46:29.328125
331,-38.3,2021-12-17 17:46:29.343750
332,-106.61,2021-12-17 17:46:29.359375
333,-165.74,2021-12-17 17:46:29.375000
334,-216.68,2021-12-17 17:46:29.390625
335,-262.11,2021-12-17 17:46:29.406250
336,-305.39,2021-12-17 17:46:29.421875
337,-349.1,2021-12-17 17:46:29.437500
338,-393.86,2021-12-17 17:46:29.453125
339,-437.48,2021-12-17 17:46:29.468750
340,-474.66,2021-12-17 17:46:29.484375
341,-498.17,2021-12-17 17:46:29.500000
342,-500.89,2021-12-17 17:46:29.515625
343,-478.69,2021-12-17 17:46:29.531250
344,-432.23,2021-12-17 17:46:29.546875
345,-367.16,2021-12-17 17:46:29.562500
346,-291.99,2021-12-17 17:46:29.578125
347,-214.65,2021-12-17 17:46:29.593750
348,-140.09,2021-12-17 17:46:29.609375
349,-69.24,2021-12-17 17:46:29.625000
350,-0.55,2021-12-17 17:46:29.640625
351,67.79,2021-12-17 17:46:29.656250
352,136.04,2021-12-17 17:46:29.671875
353,202.86,2021-12-17 17:46:29.687500
354,266.1,2021-12-17 17:46:29.703125
355,324.1,2021-12-17 17:46:29.718750
356,376.62,2021-12-17 17:46:29.734375
357,424.59,2021-12-17 17:46:29.750000
358,469.52,2021-12-17 17:46:29.765625
359,512.54,2021-12-17 17:46:29.781250
360,553.63,2021-12-17 17:46:29.796875
361,590.74,2021-12-17 17:46:29.812500
362,619.87,2021-12-17 17:46:29.828125
363,635.41,2021-12-17 17:46:29.843750
364,631.61,2021-12-17 17:46:29.859375
365,604.44,2021-12-17 17:46:29.875000
366,553.12,2021-12-17 17:46:29.890625
367,480.62,2021-12-17 17:46:29.906250
368,392.86,2021-12-17 17:46:29.921875
369,297.49,2021-12-17 17:46:29.937500
370,202.6,2021-12-17 17:46:29.953125
371,115.7,2021-12-17 17:46:29.968750
372,42.89,2021-12-17 17:46:29.984375
373,-12.11,2021-12-17 17:46:30.000000
374,-49.13,2021-12-17 17:46:30.015625
375,-72.2,2021-12-17 17:46:30.031250
376,-88.76,2021-12-17 17:46:30.046875
377,-107.52,2021-12-17 17:46:30.062500
378,-135.4,2021-12-17 17:46:30.078125
379,-175.19,2021-12-17 17:46:30.093750
380,-225.06,2021-12-17 17:46:30.109375
381,-280.01,2021-12-17 17:46:30.125000
382,-334.2,2021-12-17 17:46:30.140625
383,-382.66,2021-12-17 17:46:30.156250
384,-421.74,2021-12-17 17:46:30.171875
385,-448.25,2021-12-17 17:46:30.187500
386,-458.89,2021-12-17 17:46:30.203125
387,-450.7,2021-12-17 17:46:30.218750
388,-422.51,2021-12-17 17:46:30.234375
389,-376.33,2021-12-17 17:46:30.250000
390,-317.5,2021-12-17 17:46:30.265625
391,-253.47,2021-12-17 17:46:30.281250
392,-191.52,2021-12-17 17:46:30.296875
393,-136.75,2021-12-17 17:46:30.312500
394,-90.84,2021-12-17 17:46:30.328125
395,-52.48,2021-12-17 17:46:30.343750
396,-18.78,2021-12-17 17:46:30.359375
397,13.05,2021-12-17 17:46:30.375000
398,44.4,2021-12-17 17:46:30.390625
399,75.06,2021-12-17 17:46:30.406250
400,103.65,2021-12-17 17:46:30.421875
401,128.51,2021-12-17 17:46:30.437500
402,148.43,2021-12-17 17:46:30.453125
403,163.1,2021-12-17 17:46:30.468750
404,172.85,2021-12-17 17:46:30.484375
405,178.31,2021-12-17 17:46:30.500000
406,180.06,2021-12-17 17:46:30.515625
407,178.44,2021-12-17 17:46:30.531250
408,173.66,2021-12-17 17:46:30.546875
409,165.95,2021-12-17 17:46:30.562500
410,155.78,2021-12-17 17:46:30.578125
411,143.88,2021-12-17 17:46:30.593750
412,131.62,2021-12-17 17:46:30.609375
413,120.75,2021-12-17 17:46:30.625000
414,113.14,2021-12-17 17:46:30.640625
415,109.94,2021-12-17 17:46:30.656250
416,110.59,2021-12-17 17:46:30.671875
417,112.47,2021-12-17 17:46:30.687500
418,111.13,2021-12-17 17:46:30.703125
419,101.71,2021-12-17 17:46:30.718750
420,80.75,2021-12-17 17:46:30.734375
421,47.6,2021-12-17 17:46:30.750000
422,4.46,2021-12-17 17:46:30.765625
423,-44.32,2021-12-17 17:46:30.781250
424,-93.37,2021-12-17 17:46:30.796875
425,-137.27,2021-12-17 17:46:30.812500
426,-171.04,2021-12-17 17:46:30.828125
427,-190.65,2021-12-17 17:46:30.843750
428,-193.61,2021-12-17 17:46:30.859375
429,-179.59,2021-12-17 17:46:30.875000
430,-150.92,2021-12-17 17:46:30.890625
431,-112.34,2021-12-17 17:46:30.906250
432,-69.64,2021-12-17 17:46:30.921875
433,-27.74,2021-12-17 17:46:30.937500
434,11.11,2021-12-17 17:46:30.953125
435,48.01,2021-12-17 17:46:30.968750
436,86.54,2021-12-17 17:46:30.984375
437,130.6,2021-12-17 17:46:31.000000
438,182.15,2021-12-17 17:46:31.015625
439,239.22,2021-12-17 17:46:31.031250
440,295.85,2021-12-17 17:46:31.046875
441,343.49,2021-12-17 17:46:31.062500
442,373.48,2021-12-17 17:46:31.078125
443,379.77,2021-12-17 17:46:31.093750
444,360.74,2021-12-17 17:46:31.109375
445,319.29,2021-12-17 17:46:31.125000
446,261.35,2021-12-17 17:46:31.140625
447,193.6,2021-12-17 17:46:31.156250
448,121.22,2021-12-17 17:46:31.171875
449,46.9,2021-12-17 17:46:31.187500
450,-28.71,2021-12-17 17:46:31.203125
451,-106.02,2021-12-17 17:46:31.218750
452,-185.52,2021-12-17 17:46:31.234375
453,-266.89,2021-12-17 17:46:31.250000
454,-349.08,2021-12-17 17:46:31.265625
455,-430.28,2021-12-17 17:46:31.281250
456,-507.95,2021-12-17 17:46:31.296875
457,-578.96,2021-12-17 17:46:31.312500
458,-639.57,2021-12-17 17:46:31.328125
459,-685.86,2021-12-17 17:46:31.343750
460,-714.48,2021-12-17 17:46:31.359375
461,-723.65,2021-12-17 17:46:31.375000
462,-713.7,2021-12-17 17:46:31.390625
463,-686.38,2021-12-17 17:46:31.406250
464,-643.63,2021-12-17 17:46:31.421875
465,-586.24,2021-12-17 17:46:31.437500
466,-513.54,2021-12-17 17:46:31.453125
467,-424.5,2021-12-17 17:46:31.468750
468,-319.95,2021-12-17 17:46:31.484375
469,-204.48,2021-12-17 17:46:31.500000
470,-86.62,2021-12-17 17:46:31.515625
471,22.9,2021-12-17 17:46:31.531250
472,114.26,2021-12-17 17:46:31.546875
473,181.32,2021-12-17 17:46:31.562500
474,222.8,2021-12-17 17:46:31.578125
475,241.7,2021-12-17 17:46:31.593750
476,243.42,2021-12-17 17:46:31.609375
477,233.96,2021-12-17 17:46:31.625000
478,218.73,2021-12-17 17:46:31.640625
479,202.38,2021-12-17 17:46:31.656250
480,188.91,2021-12-17 17:46:31.671875
481,181.49,2021-12-17 17:46:31.687500
482,181.97,2021-12-17 17:46:31.703125
483,190.35,2021-12-17 17:46:31.718750
484,204.82,2021-12-17 17:46:31.734375
485,222.4,2021-12-17 17:46:31.750000
486,239.95,2021-12-17 17:46:31.765625
487,255.11,2021-12-17 17:46:31.781250
488,267.24,2021-12-17 17:46:31.796875
489,277.55,2021-12-17 17:46:31.812500
490,288.58,2021-12-17 17:46:31.828125
491,302.78,2021-12-17 17:46:31.843750
492,320.59,2021-12-17 17:46:31.859375
493,339.43,2021-12-17 17:46:31.875000
494,354.08,2021-12-17 17:46:31.890625
495,358.94,2021-12-17 17:46:31.906250
496,350.29,2021-12-17 17:46:31.921875
497,328.22,2021-12-17 17:46:31.937500
498,296.45,2021-12-17 17:46:31.953125
499,260.95,2021-12-17 17:46:31.968750
500,227.97,2021-12-17 17:46:31.984375
501,201.95,2021-12-17 17:46:32.000000
502,184.92,2021-12-17 17:46:32.015625
503,176.61,2021-12-17 17:46:32.031250
504,175.39,2021-12-17 17:46:32.046875
505,178.86,2021-12-17 17:46:32.062500
506,184.31,2021-12-17 17:46:32.078125
507,188.74,2021-12-17 17:46:32.093750
508,189.41,2021-12-17 17:46:32.109375
509,184.83,2021-12-17 17:46:32.125000
510,174.72,2021-12-17 17:46:32.140625
511,159.98,2021-12-17 17:46:32.156250
512,142.24,2021-12-17 17:46:32.171875
513,123.47,2021-12-17 17:46:32.187500
514,105.57,2021-12-17 17:46:32.203125
515,89.92,2021-12-17 17:46:32.218750
516,76.48,2021-12-17 17:46:32.234375
517,63.67,2021-12-17 17:46:32.250000
518,49.38,2021-12-17 17:46:32.265625
519,30.57,2021-12-17 17:46:32.281250
520,4.16,2021-12-17 17:46:32.296875
521,-30.67,2021-12-17 17:46:32.312500
522,-71.2,2021-12-17 17:46:32.328125
523,-111.1,2021-12-17 17:46:32.343750
524,-141.85,2021-12-17 17:46:32.359375
525,-156.25,2021-12-17 17:46:32.375000
526,-150.11,2021-12-17 17:46:32.390625
527,-121.55,2021-12-17 17:46:32.406250
528,-73.32,2021-12-17 17:46:32.421875
529,-12.67,2021-12-17 17:46:32.437500
530,52.04,2021-12-17 17:46:32.453125
531,113.36,2021-12-17 17:46:32.468750
532,166.05,2021-12-17 17:46:32.484375
533,207.48,2021-12-17 17:46:32.500000
534,235.64,2021-12-17 17:46:32.515625
535,249.65,2021-12-17 17:46:32.531250
536,252.88,2021-12-17 17:46:32.546875
537,248.89,2021-12-17 17:46:32.562500
538,239.45,2021-12-17 17:46:32.578125
539,225.86,2021-12-17 17:46:32.593750
540,208.35,2021-12-17 17:46:32.609375
541,185.69,2021-12-17 17:46:32.625000
542,155.12,2021-12-17 17:46:32.640625
543,111.14,2021-12-17 17:46:32.656250
544,48.5,2021-12-17 17:46:32.671875
545,-31.2,2021-12-17 17:46:32.687500
546,-123.04,2021-12-17 17:46:32.703125
547,-221.22,2021-12-17 17:46:32.718750
548,-318.02,2021-12-17 17:46:32.734375
549,-405.72,2021-12-17 17:46:32.750000
550,-478.01,2021-12-17 17:46:32.765625
551,-518.57,2021-12-17 17:46:32.781250
552,-514.39,2021-12-17 17:46:32.796875
553,-483.63,2021-12-17 17:46:32.812500
554,-441.46,2021-12-17 17:46:32.828125
555,-389.95,2021-12-17 17:46:32.843750
556,-334.64,2021-12-17 17:46:32.859375
557,-281.57,2021-12-17 17:46:32.875000
558,-236.48,2021-12-17 17:46:32.890625
559,-203.55,2021-12-17 17:46:32.906250
560,-184.66,2021-12-17 17:46:32.921875
561,-181.03,2021-12-17 17:46:32.937500
562,-191.7,2021-12-17 17:46:32.953125
563,-209.43,2021-12-17 17:46:32.968750
564,-226.6,2021-12-17 17:46:32.984375
565,-238.42,2021-12-17 17:46:33.000000
566,-241.62,2021-12-17 17:46:33.015625
567,-234.79,2021-12-17 17:46:33.031250
568,-217.88,2021-12-17 17:46:33.046875
569,-191.75,2021-12-17 17:46:33.062500
570,-158.96,2021-12-17 17:46:33.078125
571,-122.11,2021-12-17 17:46:33.093750
572,-80.42,2021-12-17 17:46:33.109375
573,-33.88,2021-12-17 17:46:33.125000
574,14.47,2021-12-17 17:46:33.140625
575,59.61,2021-12-17 17:46:33.156250
576,94.74,2021-12-17 17:46:33.171875
577,112.88,2021-12-17 17:46:33.187500
578,109.54,2021-12-17 17:46:33.203125
579,84.42,2021-12-17 17:46:33.218750
580,43.31,2021-12-17 17:46:33.234375
581,-1.5,2021-12-17 17:46:33.250000
582,-37.1,2021-12-17 17:46:33.265625
583,-55.21,2021-12-17 17:46:33.281250
584,-53.49,2021-12-17 17:46:33.296875
585,-35.15,2021-12-17 17:46:33.312500
586,-6.76,2021-12-17 17:46:33.328125
587,24.38,2021-12-17 17:46:33.343750
588,51.1,2021-12-17 17:46:33.359375
589,66.83,2021-12-17 17:46:33.375000
590,66.97,2021-12-17 17:46:33.390625
591,49.96,2021-12-17 17:46:33.406250
592,19.26,2021-12-17 17:46:33.421875
593,-15.33,2021-12-17 17:46:33.437500
594,-40.12,2021-12-17 17:46:33.453125
595,-43.43,2021-12-17 17:46:33.468750
596,-21.51,2021-12-17 17:46:33.484375
597,18.79,2021-12-17 17:46:33.500000
598,63.26,2021-12-17 17:46:33.515625
599,97.5,2021-12-17 17:46:33.531250
600,113.25,2021-12-17 17:46:33.546875
601,110.77,2021-12-17 17:46:33.562500
602,95.81,2021-12-17 17:46:33.578125
603,74.41,2021-12-17 17:46:33.593750
604,49.26,2021-12-17 17:46:33.609375
605,20.2,2021-12-17 17:46:33.625000
606,-12.03,2021-12-17 17:46:33.640625
607,-42.25,2021-12-17 17:46:33.656250
608,-61.16,2021-12-17 17:46:33.671875
609,-59.29,2021-12-17 17:46:33.687500
610,-32.21,2021-12-17 17:46:33.703125
611,15.79,2021-12-17 17:46:33.718750
612,72.94,2021-12-17 17:46:33.734375
613,124.8,2021-12-17 17:46:33.750000
614,160.22,2021-12-17 17:46:33.765625
615,175.25,2021-12-17 17:46:33.781250
616,173.08,2021-12-17 17:46:33.796875
617,160.76,2021-12-17 17:46:33.812500
618,144.93,2021-12-17 17:46:33.828125
619,129.4,2021-12-17 17:46:33.843750
620,114.39,2021-12-17 17:46:33.859375
621,98.05,2021-12-17 17:46:33.875000
622,77.7,2021-12-17 17:46:33.890625
623,50.44,2021-12-17 17:46:33.906250
