Time;HR;BR;Posture;Activity
09:13:10.438;97;12.0;4;0.20
09:13:11.438;96;12.0;5;0.17
09:13:12.438;93;12.0;8;0.15
09:13:13.438;93;12.0;8;0.15
09:13:14.438;93;12.0;8;0.16
09:13:15.438;95;12.0;7;0.05
09:13:16.438;98;12.3;8;0.06
09:13:17.438;99;12.3;8;0.04
09:13:18.438;101;12.6;7;0.05
09:13:19.438;101;12.6;3;0.14
09:13:20.438;101;12.8;7;0.17
09:13:21.438;101;12.8;13;0.15
09:13:22.438;100;13.3;12;0.10
09:13:23.438;98;13.3;10;0.10
09:13:24.438;96;14.1;7;0.12
09:13:25.438;96;14.1;-7;0.12
09:13:26.438;96;14.8;-7;0.11
09:13:27.438;95;14.8;-5;0.13
09:13:28.438;95;15.4;10;0.18
09:13:29.438;97;15.4;-7;0.19
09:13:30.438;100;16.3;-7;0.17
09:13:31.438;103;16.3;-11;0.16
09:13:32.438;104;17.3;-8;0.17
09:13:33.438;104;17.3;8;0.17
09:13:34.438;101;18.0;7;0.11
09:13:35.438;100;18.0;7;0.08
09:13:36.438;98;18.6;7;0.05
09:13:37.438;96;18.6;7;0.06
09:13:38.438;96;18.8;7;0.08
09:13:39.438;97;18.8;-5;0.13
09:13:40.438;99;19.3;-6;0.12
09:13:41.438;101;19.3;-8;0.14
09:13:42.438;102;19.5;11;0.14
09:13:43.438;100;19.5;10;0.22
09:13:44.438;100;19.4;8;0.21
09:13:45.438;99;19.4;8;0.16
09:13:46.438;98;19.2;11;0.07
09:13:47.438;98;19.2;10;0.19
09:13:48.438;98;18.8;4;0.21
09:13:49.438;100;18.8;-9;0.25
09:13:50.438;102;18.1;-11;0.12
09:13:51.438;103;18.1;-11;0.07
09:13:52.438;103;17.2;-8;0.10
09:13:53.438;101;17.2;-6;0.13
09:13:54.438;100;16.4;-5;0.19
09:13:55.438;101;16.4;-7;0.13
09:13:56.438;102;15.7;10;0.14
09:13:57.438;104;15.7;7;0.10
09:13:58.438;107;15.0;-8;0.08
09:13:59.438;109;15.0;-7;0.08
09:14:00.438;111;14.1;-10;0.11
09:14:01.438;113;14.1;-8;0.15
09:14:02.438;114;13.6;-10;0.09
09:14:03.438;114;13.6;-7;0.17
09:14:04.438;114;13.4;-7;0.14
09:14:05.438;114;13.4;-7;0.07
09:14:06.438;114;13.3;-7;0.07
09:14:07.438;113;13.3;5;0.10
09:14:08.438;112;13.2;7;0.14
09:14:09.438;107;13.2;7;0.11
09:14:10.438;107;13.1;8;0.13
09:14:11.438;106;13.1;4;0.15
09:14:12.438;102;13.3;4;0.09
09:14:13.438;98;13.3;4;0.07
09:14:14.438;94;13.4;3;0.10
09:14:15.438;87;13.4;11;0.21
09:14:16.438;83;13.6;12;0.11
09:14:17.438;85;13.6;11;0.07
09:14:18.438;89;14.3;16;0.13
09:14:19.438;93;14.3;15;0.13
09:14:20.438;95;15.3;11;0.12
09:14:21.438;97;15.3;15;0.13
09:14:22.438;100;16.1;14;0.09
09:14:23.438;103;16.1;18;0.12
09:14:24.438;104;16.9;17;0.06
09:14:25.438;103;16.9;16;0.16
09:14:26.438;104;17.3;17;0.11
09:14:27.438;104;17.3;18;0.08
09:14:28.438;104;18.0;14;0.22
09:14:29.438;105;18.0;8;0.19
09:14:30.438;105;18.9;7;0.08
09:14:31.438;105;18.9;7;0.06
09:14:32.438;105;19.4;7;0.04
09:14:33.438;106;19.4;8;0.11
09:14:34.438;107;19.9;10;0.07
09:14:35.438;106;19.9;10;0.05
09:14:36.438;103;20.0;11;0.03
09:14:37.438;98;20.0;10;0.04
09:14:38.438;93;19.8;11;0.04
09:14:39.438;90;19.8;11;0.04
09:14:40.438;85;19.6;12;0.06
09:14:41.438;85;19.6;13;0.10
09:14:42.438;86;19.4;14;0.05
09:14:43.438;90;19.4;11;0.09
09:14:44.438;95;19.0;10;0.08
09:14:45.438;98;19.0;11;0.04
09:14:46.438;96;18.9;11;0.10
09:14:47.438;94;18.9;13;0.07
09:14:48.438;93;19.1;14;0.17
09:14:49.438;90;19.1;10;0.15
09:14:50.438;90;19.3;10;0.07
09:14:51.438;91;19.3;10;0.04
09:14:52.438;93;20.1;7;0.10
09:14:53.438;98;20.1;5;0.06
09:14:54.438;102;21.1;4;0.05
09:14:55.438;103;21.1;4;0.07
09:14:56.438;100;22.5;3;0.04
09:14:57.438;96;22.5;-2;0.17
09:14:58.438;90;23.6;2;0.14
09:14:59.438;86;23.6;4;0.18
09:15:00.438;84;24.2;6;0.06
09:15:01.438;84;24.2;8;0.09
09:15:02.438;87;24.8;2;0.26
09:15:03.438;90;24.8;3;0.27
09:15:04.438;94;25.3;7;0.20
09:15:05.438;96;25.3;8;0.13
09:15:06.438;97;25.5;11;0.32
09:15:07.438;98;25.5;10;0.15
09:15:08.438;97;25.3;8;0.28
09:15:09.438;97;25.3;29;0.73
09:15:10.438;96;25.0;22;0.39
09:15:11.438;97;25.0;10;0.34
09:15:12.438;98;24.8;8;0.19
09:15:13.438;100;24.8;6;0.11
09:15:14.438;104;24.6;10;0.16
09:15:15.438;106;24.6;15;0.15
09:15:16.438;106;24.2;12;0.11
09:15:17.438;107;24.2;-8;0.19
09:15:18.438;108;24.0;-8;0.10
09:15:19.438;108;24.0;-6;0.11
09:15:20.438;106;23.5;-4;0.08
09:15:21.438;104;23.5;-8;0.11
09:15:22.438;101;23.2;-4;0.18
09:15:23.438;97;23.2;8;0.24
09:15:24.438;92;21.5;12;0.11
09:15:25.438;89;21.5;8;0.14
09:15:26.438;90;20.2;-4;0.22
09:15:27.438;93;20.2;-7;0.12
09:15:28.438;96;19.1;-7;0.09
09:15:29.438;100;19.1;4;0.31
09:15:30.438;102;18.4;8;0.22
09:15:31.438;103;18.4;4;0.26
09:15:32.438;102;17.9;5;0.24
09:15:33.438;99;17.9;-8;0.27
09:15:34.438;97;17.5;-7;0.26
09:15:35.438;95;17.5;4;0.29
09:15:36.438;94;17.2;4;0.32
09:15:37.438;96;17.2;-6;0.33
09:15:38.438;98;17.0;-7;0.31
09:15:39.438;101;17.0;-8;0.30
09:15:40.438;103;16.9;-8;0.30
09:15:41.438;106;16.9;-7;0.31
09:15:42.438;107;16.7;-6;0.29
09:15:43.438;108;16.7;-7;0.27
09:15:44.438;107;16.7;-8;0.33
09:15:45.438;108;16.7;-8;0.32
09:15:46.438;108;16.6;-8;0.29
09:15:47.438;109;16.6;-9;0.29
09:15:48.438;111;16.6;-11;0.27
09:15:49.438;112;16.6;-11;0.26
09:15:50.438;113;16.6;-10;0.26
09:15:51.438;113;16.6;-9;0.22
09:15:52.438;113;16.6;-10;0.18
09:15:53.438;112;16.6;-11;0.14
09:15:54.438;112;16.6;-11;0.13
09:15:55.438;112;16.6;-12;0.15
09:15:56.438;111;16.7;-11;0.11
09:15:57.438;111;16.7;-10;0.07
09:15:58.438;112;16.9;-11;0.06
09:15:59.438;111;16.9;-10;0.11
09:16:00.438;111;17.2;-11;0.07
09:16:01.438;109;17.2;-10;0.09
09:16:02.438;105;17.4;-8;0.10
09:16:03.438;102;17.4;-8;0.05
09:16:04.438;101;16.0;-4;0.12
09:16:05.438;101;16.0;-5;0.09
09:16:06.438;103;15.0;-7;0.09
09:16:07.438;107;15.0;-10;0.06
09:16:08.438;109;14.4;-11;0.05
09:16:09.438;105;14.4;-11;0.06
09:16:10.438;102;13.9;-11;0.03
09:16:11.438;97;13.9;-11;0.04
09:16:12.438;93;13.4;-12;0.08
09:16:13.438;92;13.4;-13;0.05
09:16:14.438;94;13.0;-13;0.02
09:16:15.438;98;13.0;-13;0.03
09:16:16.438;101;12.6;-14;0.05
09:16:17.438;103;12.6;-12;0.07
09:16:18.438;102;12.2;-13;0.06
09:16:19.438;99;12.2;-14;0.04
09:16:20.438;97;11.9;-13;0.03
09:16:21.438;93;11.9;-12;0.02
09:16:22.438;89;11.6;-12;0.03
09:16:23.438;90;11.6;-12;0.02
09:16:24.438;92;11.1;-12;0.02
09:16:25.438;93;11.1;-12;0.03
09:16:26.438;95;10.3;-12;0.02
09:16:27.438;95;10.3;-13;0.04
09:16:28.438;94;9.5;-13;0.03
09:16:29.438;93;9.5;-13;0.03
09:16:30.438;93;8.9;-15;0.07
09:16:31.438;94;8.9;-12;0.15
09:16:32.438;98;8.3;-11;0.08
09:16:33.438;101;8.3;-8;0.09
09:16:34.438;103;7.8;-7;0.13
09:16:35.438;102;7.8;-7;0.13
09:16:36.438;100;7.6;17;0.42
09:16:37.438;98;7.6;22;0.13
09:16:38.438;93;7.4;32;0.27
09:16:39.438;89;7.4;47;0.42
09:16:40.438;86;7.4;57;0.27
09:16:41.438;80;7.4;63;0.16
09:16:42.438;78;7.4;66;0.08
09:16:43.438;79;7.4;68;0.05
09:16:44.438;81;7.3;69;0.03
09:16:45.438;84;7.3;68;0.04
09:16:46.438;85;7.3;68;0.02
09:16:47.438;85;7.3;68;0.02
09:16:48.438;85;7.3;69;0.02
09:16:49.438;84;7.3;69;0.01
09:16:50.438;83;7.4;70;0.02
09:16:51.438;81;7.4;70;0.02
09:16:52.438;80;6.6;70;0.02
09:16:53.438;81;6.6;71;0.02
09:16:54.438;80;6.3;71;0.02
09:16:55.438;80;6.3;71;0.02
09:16:56.438;81;6.3;71;0.02
09:16:57.438;80;6.3;71;0.02
09:16:58.438;80;6.2;70;0.07
09:16:59.438;81;6.2;52;0.49
09:17:00.438;83;6.5;25;0.66
09:17:01.438;86;6.5;13;0.38
09:17:02.438;93;7.1;12;0.18
09:17:03.438;98;7.1;15;0.17
09:17:04.438;103;7.6;27;0.33
09:17:05.438;106;7.6;33;0.16
09:17:06.438;102;8.2;37;0.10
09:17:07.438;98;8.2;40;0.06
09:17:08.438;94;8.7;40;0.03
09:17:09.438;91;8.7;42;0.03
09:17:10.438;87;9.2;42;0.01
09:17:11.438;82;9.2;41;0.01
09:17:12.438;79;9.6;41;0.04
09:17:13.438;79;9.6;41;0.04
09:17:14.438;84;10.0;41;0.02
09:17:15.438;88;10.0;41;0.01
09:17:16.438;89;9.0;41;0.02
09:17:17.438;89;9.0;40;0.06
09:17:18.438;92;8.7;40;0.04
09:17:19.438;93;8.7;41;0.02
09:17:20.438;93;8.4;41;0.01
09:17:21.438;96;8.4;41;0.01
09:17:22.438;94;8.2;41;0.01
09:17:23.438;92;8.2;41;0.01
09:17:24.438;90;8.3;40;0.01
09:17:25.438;87;8.3;41;0.01
09:17:26.438;86;8.3;40;0.02
09:17:27.438;90;8.3;39;0.03
09:17:28.438;94;8.7;39;0.03
09:17:29.438;96;8.7;37;0.05
09:17:30.438;97;9.0;27;0.27
09:17:31.438;93;9.0;21;0.22
09:17:32.438;90;9.3;14;0.16
09:17:33.438;85;9.3;11;0.11
09:17:34.438;84;9.6;8;0.09
09:17:35.438;86;9.6;8;0.04
09:17:36.438;86;9.8;-8;0.06
09:17:37.438;87;9.8;-8;0.07
09:17:38.438;88;9.4;-7;0.06
09:17:39.438;88;9.4;-7;0.05
09:17:40.438;87;9.1;-7;0.04
09:17:41.438;87;9.1;-5;0.05
09:17:42.438;87;8.8;-7;0.06
09:17:43.438;87;8.8;-7;0.04
09:17:44.438;86;8.2;-7;0.04
09:17:45.438;86;8.2;-7;0.03
09:17:46.438;86;8.0;-7;0.03
09:17:47.438;86;8.0;-7;0.03
09:17:48.438;86;8.4;-7;0.03
09:17:49.438;85;8.4;-10;0.08
09:17:50.438;85;9.1;-11;0.04
09:17:51.438;85;9.1;-8;0.13
09:17:52.438;85;10.0;12;0.30
09:17:53.438;85;10.0;17;0.13
09:17:54.438;85;10.8;19;0.06
09:17:55.438;85;10.8;15;0.18
09:17:56.438;85;11.4;-15;0.19
09:17:57.438;87;11.4;-15;0.12
09:17:58.438;90;12.1;-15;0.07
09:17:59.438;92;12.1;-13;0.05
09:18:00.438;93;12.7;-12;0.04
09:18:01.438;93;12.7;-11;0.05
09:18:02.438;93;13.2;-11;0.04
09:18:03.438;93;13.2;-10;0.06
09:18:04.438;93;12.2;-11;0.05
09:18:05.438;92;12.2;-12;0.05
09:18:06.438;91;11.3;-12;0.04
09:18:07.438;90;11.3;-11;0.05
09:18:08.438;87;10.5;-11;0.04
09:18:09.438;87;10.5;-12;0.03
09:18:10.438;88;10.0;-12;0.01
09:18:11.438;88;10.0;-13;0.04
09:18:12.438;88;9.6;-14;0.04
09:18:13.438;88;9.6;-12;0.05
09:18:14.438;88;9.3;-8;0.13
09:18:15.438;87;9.3;12;0.28
09:18:16.438;89;9.2;21;0.30
09:18:17.438;91;9.2;27;0.19
09:18:18.438;92;9.6;24;0.16
09:18:19.438;90;9.6;18;0.19
09:18:20.438;85;9.8;15;0.11
09:18:21.438;83;9.8;13;0.07
09:18:22.438;82;10.2;12;0.03
09:18:23.438;84;10.2;-10;0.13
09:18:24.438;86;10.5;-12;0.09
09:18:25.438;91;10.5;-13;0.06
09:18:26.438;95;10.8;-14;0.03
09:18:27.438;96;10.8;-15;0.02
09:18:28.438;93;9.8;-15;0.02
09:18:29.438;90;9.8;-14;0.03
09:18:30.438;87;8.8;-11;0.09
09:18:31.438;83;8.8;13;0.28
09:18:32.438;79;8.2;19;0.27
09:18:33.438;79;8.2;25;0.19
09:18:34.438;81;7.7;28;0.08
09:18:35.438;83;7.7;31;0.06
09:18:36.438;83;7.5;29;0.07
09:18:37.438;82;7.5;22;0.28
09:18:38.438;82;7.4;13;0.27
09:18:39.438;83;7.4;8;0.16
09:18:40.438;85;7.3;-4;0.14
09:18:41.438;90;7.3;2;0.09
09:18:42.438;94;7.1;1;0.09
09:18:43.438;97;7.1;4;0.10
09:18:44.438;97;7.3;2;0.06
09:18:45.438;98;7.3;-3;0.05
09:18:46.438;97;7.8;3;0.03
09:18:47.438;95;7.8;-1;0.06
09:18:48.438;91;8.2;-1;0.07
09:18:49.438;88;8.2;-2;0.07
09:18:50.438;87;8.6;5;0.10
09:18:51.438;86;8.6;8;0.08
09:18:52.438;88;8.6;5;0.09
09:18:53.438;91;8.6;4;0.04
09:18:54.438;92;8.9;4;0.03
09:18:55.438;92;8.9;3;0.02
09:18:56.438;88;8.9;5;0.06
09:18:57.438;84;8.9;6;0.07
09:18:58.438;83;8.9;8;0.10
09:18:59.438;82;8.9;-11;0.08
09:19:00.438;83;8.9;-12;0.07
09:19:01.438;83;8.9;-13;0.05
09:19:02.438;85;8.9;-13;0.04
09:19:03.438;88;8.9;-13;0.03
09:19:04.438;91;8.9;-14;0.02
09:19:05.438;90;8.9;-12;0.01
09:19:06.438;89;8.9;-12;0.01
09:19:07.438;88;8.9;-12;0.02
09:19:08.438;89;9.2;-13;0.02
09:19:09.438;92;9.2;-12;0.03
09:19:10.438;94;9.8;-12;0.02
09:19:11.438;94;9.8;-13;0.02
09:19:12.438;94;10.3;-13;0.01
09:19:13.438;92;10.3;-13;0.01
09:19:14.438;89;10.8;-11;0.05
09:19:15.438;89;10.8;-10;0.07
09:19:16.438;91;11.8;-11;0.06
09:19:17.438;93;11.8;-13;0.06
09:19:18.438;95;12.7;-14;0.03
09:19:19.438;94;12.7;-13;0.03
09:19:20.438;91;13.5;-13;0.02
09:19:21.438;86;13.5;-12;0.02
09:19:22.438;84;14.6;-13;0.06
09:19:23.438;86;14.6;-6;0.20
09:19:24.438;90;15.2;4;0.23
09:19:25.438;93;15.2;12;0.21
09:19:26.438;93;15.5;15;0.11
09:19:27.438;90;15.5;18;0.06
09:19:28.438;86;15.7;19;0.04
09:19:29.438;82;15.7;20;0.02
09:19:30.438;80;16.0;22;0.02
09:19:31.438;80;16.0;21;0.01
09:19:32.438;82;16.2;22;0.02
09:19:33.438;85;16.2;22;0.01
09:19:34.438;89;16.3;23;0.02
09:19:35.438;91;16.3;21;0.07
09:19:36.438;92;16.2;19;0.05
09:19:37.438;88;16.2;19;0.02
09:19:38.438;87;16.1;18;0.10
09:19:39.438;88;16.1;4;0.32
09:19:40.438;90;16.3;4;0.22
09:19:41.438;92;16.3;7;0.15
09:19:42.438;94;16.6;8;0.13
09:19:43.438;95;16.6;8;0.07
09:19:44.438;96;16.9;8;0.08
09:19:45.438;97;16.9;10;0.09
09:19:46.438;96;17.0;18;0.28
09:19:47.438;91;17.0;27;0.25
09:19:48.438;86;17.2;33;0.16
09:19:49.438;82;17.2;35;0.08
09:19:50.438;78;17.3;37;0.04
09:19:51.438;75;17.3;38;0.02
09:19:52.438;78;15.6;38;0.01
09:19:53.438;81;15.6;37;0.01
09:19:54.438;85;14.3;38;0.05
09:19:55.438;87;14.3;37;0.02
09:19:56.438;87;13.5;37;0.02
09:19:57.438;87;13.5;35;0.11
09:19:58.438;86;12.8;31;0.10
09:19:59.438;87;12.8;31;0.04
09:20:00.438;88;12.1;29;0.09
09:20:01.438;90;12.1;33;0.13
09:20:02.438;92;11.5;37;0.11
09:20:03.438;93;11.5;39;0.05
09:20:04.438;93;11.0;40;0.04
09:20:05.438;92;11.0;42;0.05
09:20:06.438;91;10.5;41;0.04
09:20:07.438;91;10.5;41;0.02
09:20:08.438;90;10.0;41;0.01
09:20:09.438;89;10.0;40;0.06
09:20:10.438;89;9.6;21;0.49
09:20:11.438;90;9.6;8;0.35
09:20:12.438;91;9.2;4;0.18
09:20:13.438;92;9.2;-7;0.08
09:20:14.438;95;8.9;-7;0.04
09:20:15.438;97;8.9;-8;0.03
09:20:16.438;98;8.6;-8;0.04
09:20:17.438;97;8.6;-10;0.04
09:20:18.438;95;8.3;-12;0.03
09:20:19.438;95;8.3;-12;0.03
09:20:20.438;93;8.2;-12;0.02
09:20:21.438;91;8.2;-12;0.05
09:20:22.438;91;8.1;-12;0.07
09:20:23.438;92;8.1;-14;0.07
09:20:24.438;94;7.3;-13;0.07
09:20:25.438;96;7.3;-11;0.08
09:20:26.438;97;6.5;7;0.27
09:20:27.438;97;6.5;21;0.46
09:20:28.438;94;6.2;31;0.25
09:20:29.438;90;6.2;37;0.17
09:20:30.438;86;5.9;40;0.09
09:20:31.438;82;5.9;42;0.04
09:20:32.438;78;5.7;43;0.04
09:20:33.438;76;5.7;42;0.04
09:20:34.438;77;5.5;43;0.02
09:20:35.438;80;5.5;43;0.01
09:20:36.438;83;5.6;43;0.01
09:20:37.438;86;5.6;43;0.01
09:20:38.438;87;5.7;43;0.01
09:20:39.438;88;5.7;43;0.01
09:20:40.438;88;5.4;43;0.01
09:20:41.438;86;5.4;43;0.02
09:20:42.438;86;5.2;37;0.15
09:20:43.438;89;5.2;40;0.07
09:20:44.438;91;5.3;40;0.03
09:20:45.438;94;5.3;42;0.03
09:20:46.438;95;5.6;40;0.07
09:20:47.438;95;5.6;37;0.09
09:20:48.438;95;6.0;36;0.05
09:20:49.438;96;6.0;40;0.08
09:20:50.438;97;6.6;42;0.06
09:20:51.438;96;6.6;43;0.05
09:20:52.438;91;7.4;43;0.04
09:20:53.438;85;7.4;43;0.02
09:20:54.438;82;8.5;43;0.01
09:20:55.438;81;8.5;43;0.01
09:20:56.438;81;9.4;43;0.01
09:20:57.438;83;9.4;43;0.02
09:20:58.438;86;10.6;44;0.01
09:20:59.438;89;10.6;43;0.01
09:21:00.438;90;11.3;43;0.01
09:21:01.438;90;11.3;40;0.16
09:21:02.438;90;12.3;34;0.18
09:21:03.438;92;12.3;34;0.18
09:21:04.438;93;12.8;32;0.20
09:21:05.438;95;12.8;19;0.42
09:21:06.438;97;13.4;10;0.27
09:21:07.438;99;13.4;7;0.19
09:21:08.438;102;13.6;-8;0.11
09:21:09.438;103;13.6;-9;0.06
09:21:10.438;102;13.8;-10;0.03
09:21:11.438;97;13.8;-11;0.06
09:21:12.438;94;14.0;10;0.18
09:21:13.438;95;14.0;12;0.17
09:21:14.438;95;14.1;8;0.21
09:21:15.438;94;14.1;-6;0.18
09:21:16.438;95;14.1;-5;0.15
09:21:17.438;96;14.1;-5;0.15
09:21:18.438;93;13.3;-8;0.19
09:21:19.438;90;13.3;-3;0.18
09:21:20.438;87;12.6;-3;0.11
09:21:21.438;88;12.6;-1;0.10
09:21:22.438;92;11.9;-1;0.05
09:21:23.438;94;11.9;3;0.12
09:21:24.438;95;11.6;6;0.08
09:21:25.438;95;11.6;7;0.06
09:21:26.438;92;11.4;-8;0.12
09:21:27.438;89;11.4;-7;0.11
09:21:28.438;87;11.4;-7;0.15
09:21:29.438;87;11.4;-8;0.05
09:21:30.438;90;11.5;-8;0.03
09:21:31.438;91;11.5;-10;0.16
09:21:32.438;92;11.8;-10;0.14
09:21:33.438;94;11.8;-8;0.13
09:21:34.438;94;12.1;-7;0.16
09:21:35.438;91;12.1;-3;0.14
09:21:36.438;88;12.4;-1;0.12
09:21:37.438;85;12.4;-4;0.11
09:21:38.438;82;12.1;-6;0.05
09:21:39.438;81;12.1;-5;0.04
09:21:40.438;82;12.7;-4;0.05
09:21:41.438;86;12.7;-3;0.04
09:21:42.438;90;13.2;2;0.11
09:21:43.438;93;13.2;4;0.06
09:21:44.438;96;13.7;-2;0.14
09:21:45.438;98;13.7;-5;0.13
09:21:46.438;96;14.1;-7;0.07
09:21:47.438;93;14.1;-10;0.05
09:21:48.438;90;14.2;-11;0.04
09:21:49.438;87;14.2;-11;0.02
09:21:50.438;85;14.3;-10;0.03
09:21:51.438;85;14.3;-10;0.03
09:21:52.438;88;14.3;-10;0.08
09:21:53.438;91;14.3;-8;0.13
09:21:54.438;93;15.0;-7;0.13
09:21:55.438;94;15.0;-7;0.04
09:21:56.438;94;15.9;-10;0.07
09:21:57.438;93;15.9;-8;0.07
09:21:58.438;95;17.3;-10;0.10
09:21:59.438;93;17.3;-8;0.09
