Time;HR;BR;Posture;Activity
09:59:17.426;78;22.8;2;0.02
09:59:18.426;80;22.8;3;0.06
09:59:19.426;82;22.3;2;0.03
09:59:20.426;85;22.3;1;0.04
09:59:21.426;87;21.6;1;0.04
09:59:22.426;86;21.6;2;0.01
09:59:23.426;82;20.9;2;0.01
09:59:24.426;78;20.9;2;0.04
09:59:25.426;76;20.3;7;0.14
09:59:26.426;77;20.3;8;0.10
09:59:27.426;78;20.1;5;0.07
09:59:28.426;78;20.1;4;0.06
09:59:29.426;81;19.9;2;0.09
09:59:30.426;85;19.9;1;0.06
09:59:31.426;86;20.0;1;0.02
09:59:32.426;81;20.0;3;0.08
09:59:33.426;79;20.1;7;0.09
09:59:34.426;78;20.1;10;0.05
09:59:35.426;79;19.9;10;0.02
09:59:36.426;77;19.9;11;0.02
09:59:37.426;76;20.0;11;0.02
09:59:38.426;77;20.0;11;0.03
09:59:39.426;77;20.1;11;0.01
09:59:40.426;79;20.1;8;0.07
09:59:41.426;80;20.8;5;0.11
09:59:42.426;79;20.8;4;0.10
09:59:43.426;77;21.1;3;0.11
09:59:44.426;78;21.1;7;0.11
09:59:45.426;79;21.7;7;0.11
09:59:46.426;80;21.7;8;0.07
09:59:47.426;81;21.9;4;0.09
09:59:48.426;87;21.9;3;0.06
09:59:49.426;89;21.8;2;0.04
09:59:50.426;88;21.8;4;0.08
09:59:51.426;82;21.5;6;0.05
09:59:52.426;79;21.5;4;0.07
09:59:53.426;77;21.1;3;0.07
09:59:54.426;78;21.1;-1;0.13
09:59:55.426;79;21.1;-2;0.06
09:59:56.426;79;21.1;-1;0.04
09:59:57.426;81;20.8;-2;0.04
09:59:58.426;81;20.8;-2;0.03
09:59:59.426;82;20.8;-2;0.04
10:00:00.426;82;20.8;-4;0.05
10:00:01.426;81;20.8;-4;0.03
10:00:02.426;77;20.8;-4;0.02
10:00:03.426;76;21.1;-4;0.02
10:00:04.426;74;21.1;-2;0.04
10:00:05.426;76;20.8;-1;0.04
10:00:06.426;77;20.8;-1;0.02
10:00:07.426;78;20.5;-2;0.03
10:00:08.426;79;20.5;-2;0.02
10:00:09.426;77;20.6;-2;0.02
10:00:10.426;74;20.6;-2;0.02
10:00:11.426;73;20.6;-2;0.03
10:00:12.426;74;20.6;-1;0.05
10:00:13.426;75;21.0;-2;0.04
10:00:14.426;76;21.0;-3;0.03
10:00:15.426;77;21.3;-3;0.02
10:00:16.426;78;21.3;-3;0.03
10:00:17.426;79;21.8;-3;0.06
10:00:18.426;81;21.8;-6;0.08
10:00:19.426;81;21.7;-2;0.13
10:00:20.426;79;21.7;-2;0.11
10:00:21.426;81;21.4;4;0.08
10:00:22.426;82;21.4;5;0.05
10:00:23.426;85;20.7;4;0.06
10:00:24.426;84;20.7;-4;0.08
10:00:25.426;84;20.5;-4;0.04
10:00:26.426;85;20.5;-5;0.04
10:00:27.426;87;20.5;-5;0.02
10:00:28.426;83;20.5;-4;0.02
10:00:29.426;79;20.3;-4;0.02
10:00:30.426;75;20.3;-4;0.01
10:00:31.426;73;20.1;-4;0.03
10:00:32.426;73;20.1;-4;0.02
10:00:33.426;73;19.9;-4;0.02
10:00:34.426;71;19.9;-2;0.08
10:00:35.426;75;19.7;-1;0.05
10:00:36.426;79;19.7;-1;0.02
10:00:37.426;82;19.2;-2;0.02
10:00:38.426;81;19.2;-2;0.01
10:00:39.426;79;19.1;-2;0.02
10:00:40.426;75;19.1;-2;0.02
10:00:41.426;71;19.3;1;0.10
10:00:42.426;72;19.3;7;0.19
10:00:43.426;72;19.5;12;0.11
10:00:44.426;73;19.5;7;0.14
10:00:45.426;74;19.6;2;0.13
10:00:46.426;78;19.6;1;0.06
10:00:47.426;80;19.4;-2;0.03
10:00:48.426;81;19.4;-2;0.02
10:00:49.426;79;19.3;-2;0.02
10:00:50.426;77;19.3;-2;0.01
10:00:51.426;75;19.5;-2;0.02
10:00:52.426;72;19.5;-2;0.01
10:00:53.426;70;19.3;-3;0.02
10:00:54.426;72;19.3;-3;0.02
10:00:55.426;73;19.2;-2;0.03
10:00:56.426;71;19.2;0;0.07
10:00:57.426;69;19.4;-1;0.03
10:00:58.426;69;19.4;2;0.04
10:00:59.426;76;19.3;2;0.02
10:01:00.426;78;19.3;3;0.03
10:01:01.426;78;18.8;3;0.03
10:01:02.426;80;18.8;3;0.02
10:01:03.426;82;18.8;5;0.06
10:01:04.426;82;18.8;8;0.13
10:01:05.426;83;18.4;8;0.11
10:01:06.426;84;18.4;7;0.04
10:01:07.426;87;18.1;3;0.12
10:01:08.426;90;18.1;4;0.16
10:01:09.426;94;18.3;5;0.11
10:01:10.426;90;18.3;6;0.07
10:01:11.426;86;18.3;6;0.03
10:01:12.426;84;18.3;4;0.03
10:01:13.426;79;18.6;1;0.10
10:01:14.426;74;18.6;1;0.06
10:01:15.426;71;18.8;2;0.04
10:01:16.426;71;18.8;1;0.07
10:01:17.426;74;18.7;2;0.08
10:01:18.426;78;18.7;3;0.03
10:01:19.426;81;19.0;2;0.02
10:01:20.426;82;19.0;2;0.03
10:01:21.426;80;18.9;2;0.09
10:01:22.426;78;18.9;7;0.10
10:01:23.426;76;18.5;10;0.08
10:01:24.426;70;18.5;8;0.05
10:01:25.426;71;18.4;6;0.06
10:01:26.426;72;18.4;5;0.03
10:01:27.426;73;18.4;4;0.02
10:01:28.426;74;18.4;4;0.02
10:01:29.426;72;18.1;4;0.01
10:01:30.426;69;18.1;4;0.02
10:01:31.426;68;17.8;4;0.02
10:01:32.426;69;17.8;3;0.02
10:01:33.426;69;17.5;3;0.01
10:01:34.426;68;17.5;7;0.06
10:01:35.426;71;17.0;8;0.06
10:01:36.426;69;17.0;10;0.03
10:01:37.426;69;16.8;10;0.02
10:01:38.426;70;16.8;11;0.02
10:01:39.426;70;16.3;12;0.01
10:01:40.426;71;16.3;12;0.01
10:01:41.426;72;15.9;12;0.02
10:01:42.426;75;15.9;12;0.01
10:01:43.426;78;15.5;10;0.06
10:01:44.426;81;15.5;7;0.09
10:01:45.426;83;15.2;5;0.04
10:01:46.426;79;15.2;5;0.02
10:01:47.426;76;14.8;4;0.03
10:01:48.426;75;14.8;3;0.03
10:01:49.426;73;14.6;3;0.02
10:01:50.426;72;14.6;3;0.01
10:01:51.426;73;14.3;4;0.02
10:01:52.426;76;14.3;4;0.02
10:01:53.426;77;14.1;4;0.01
10:01:54.426;76;14.1;4;0.02
10:01:55.426;75;13.9;3;0.02
10:01:56.426;72;13.9;3;0.02
10:01:57.426;75;13.7;2;0.04
10:01:58.426;76;13.7;2;0.02
10:01:59.426;76;13.8;2;0.02
10:02:00.426;77;13.8;1;0.02
10:02:01.426;76;14.2;1;0.03
10:02:02.426;76;14.2;1;0.03
10:02:03.426;75;14.9;1;0.03
10:02:04.426;77;14.9;1;0.05
10:02:05.426;78;15.5;2;0.07
10:02:06.426;78;15.5;3;0.03
10:02:07.426;79;16.1;4;0.03
10:02:08.426;79;16.1;4;0.03
10:02:09.426;77;16.5;4;0.02
10:02:10.426;74;16.5;4;0.01
10:02:11.426;70;17.0;4;0.03
10:02:12.426;72;17.0;5;0.02
10:02:13.426;73;17.1;5;0.02
10:02:14.426;73;17.1;5;0.02
10:02:15.426;72;17.2;5;0.02
10:02:16.426;71;17.2;6;0.01
10:02:17.426;68;17.0;5;0.01
10:02:18.426;67;17.0;5;0.01
10:02:19.426;70;16.5;5;0.01
10:02:20.426;72;16.5;5;0.01
10:02:21.426;74;15.7;5;0.02
10:02:22.426;77;15.7;5;0.02
10:02:23.426;75;15.1;6;0.01
10:02:24.426;74;15.1;5;0.01
10:02:25.426;74;14.5;5;0.01
10:02:26.426;75;14.5;5;0.02
10:02:27.426;77;14.2;5;0.02
10:02:28.426;77;14.2;5;0.02
10:02:29.426;79;13.7;4;0.02
10:02:30.426;79;13.7;5;0.02
10:02:31.426;80;13.2;4;0.02
10:02:32.426;80;13.2;4;0.01
10:02:33.426;78;13.1;5;0.02
10:02:34.426;76;13.1;5;0.01
10:02:35.426;75;13.0;5;0.01
10:02:36.426;76;13.0;5;0.02
10:02:37.426;79;12.9;4;0.02
10:02:38.426;81;12.9;4;0.02
10:02:39.426;83;13.1;3;0.03
10:02:40.426;85;13.1;3;0.02
10:02:41.426;80;13.6;4;0.01
10:02:42.426;76;13.6;3;0.02
10:02:43.426;74;14.0;4;0.01
10:02:44.426;71;14.0;3;0.02
10:02:45.426;72;14.1;4;0.03
10:02:46.426;74;14.1;4;0.01
10:02:47.426;79;14.2;4;0.02
10:02:48.426;81;14.2;5;0.02
10:02:49.426;80;14.6;5;0.01
10:02:50.426;76;14.6;5;0.01
10:02:51.426;73;15.2;5;0.01
10:02:52.426;71;15.2;5;0.01
10:02:53.426;74;15.8;5;0.01
10:02:54.426;70;15.8;6;0.01
10:02:55.426;72;16.3;6;0.01
10:02:56.426;74;16.3;6;0.01
10:02:57.426;75;17.1;6;0.01
10:02:58.426;74;17.1;5;0.01
10:02:59.426;75;17.8;6;0.01
10:03:00.426;74;17.8;6;0.01
10:03:01.426;73;18.1;6;0.01
10:03:02.426;75;18.1;5;0.01
10:03:03.426;74;18.4;5;0.01
10:03:04.426;75;18.4;5;0.02
10:03:05.426;74;18.9;5;0.01
10:03:06.426;75;18.9;5;0.01
10:03:07.426;77;19.4;5;0.01
10:03:08.426;75;19.4;5;0.01
10:03:09.426;75;19.6;5;0.01
10:03:10.426;77;19.6;5;0.01
10:03:11.426;76;19.7;5;0.01
10:03:12.426;76;19.7;5;0.01
10:03:13.426;74;19.8;5;0.01
10:03:14.426;72;19.8;5;0.01
10:03:15.426;71;20.0;5;0.01
10:03:16.426;72;20.0;5;0.01
10:03:17.426;71;20.1;5;0.01
10:03:18.426;72;20.1;5;0.01
10:03:19.426;73;20.1;5;0.02
10:03:20.426;73;20.1;5;0.02
10:03:21.426;75;20.5;5;0.01
10:03:22.426;74;20.5;5;0.01
10:03:23.426;73;20.6;5;0.01
10:03:24.426;74;20.6;5;0.01
10:03:25.426;73;20.6;6;0.01
10:03:26.426;73;20.6;5;0.01
10:03:27.426;74;20.6;6;0.01
10:03:28.426;73;20.6;6;0.01
10:03:29.426;75;20.7;5;0.01
10:03:30.426;75;20.7;6;0.01
10:03:31.426;76;20.7;6;0.01
10:03:32.426;77;20.7;6;0.01
10:03:33.426;76;20.7;6;0.01
10:03:34.426;76;20.7;6;0.01
10:03:35.426;74;21.1;7;0.01
10:03:36.426;72;21.1;6;0.01
10:03:37.426;73;21.3;6;0.01
10:03:38.426;72;21.3;7;0.01
10:03:39.426;73;21.3;7;0.01
10:03:40.426;73;21.3;7;0.01
10:03:41.426;73;21.3;7;0.01
10:03:42.426;75;21.3;6;0.01
10:03:43.426;76;21.6;6;0.01
10:03:44.426;80;21.6;6;0.01
10:03:45.426;81;21.8;6;0.01
10:03:46.426;79;21.8;5;0.01
10:03:47.426;76;22.0;5;0.01
10:03:48.426;73;22.0;5;0.01
10:03:49.426;72;22.2;6;0.02
10:03:50.426;72;22.2;6;0.01
10:03:51.426;71;22.4;6;0.01
10:03:52.426;73;22.4;6;0.01
10:03:53.426;73;22.5;6;0.01
10:03:54.426;71;22.5;6;0.01
10:03:55.426;72;22.4;6;0.01
10:03:56.426;72;22.4;6;0.01
10:03:57.426;71;22.3;6;0.01
10:03:58.426;74;22.3;6;0.01
10:03:59.426;73;22.4;6;0.01
10:04:00.426;70;22.4;6;0.01
10:04:01.426;67;22.6;6;0.02
10:04:02.426;66;22.6;5;0.01
